txn_date,mid,payment_method,gateway,status,txn_count,amount_local,currency,revenue_local,cost_local,gp_local
2026-02-16,AE744794983,TOKEN,GW-NIMBUS,Refunded,1,196.91,AED,0.0,0.55,-0.55
2025-08-04,EG249264164,CARD,GW-ATLAS,Success,14,13063.55,EGP,376.3,241.71,134.59
2024-11-19,SA951904107,LDEBIT,GW-NIMBUS,Failed,2,388.72,SAR,0.0,0.11,-0.11
2025-03-15,EG357144481,TOKEN,GW-ATLAS,Success,1,370.32,EGP,13.99,9.25,4.74
2025-10-12,SA267227056,LDEBIT,GW-NIMBUS,REFUNDED,16,5807.63,SAR,0.0,9.0,-9.0
2026-03-13,SA592705693,CARD,GW-ORION,Success,7,7218.4,SAR,165.26,94.1,71.16
2025-12-01,EG542845011,CARD,GW-ATLAS,Success,4,3633.47,EGP,110.91,68.04,42.87
2025-01-26,EG823617801,WALLET,GW-NILE,Success,7,2152.12,EGP,58.53,29.44,29.09
2024-07-30,EG680228975,CARD,GW-NILE,Approved,20,151541.57,EGP,2457.54,1892.2,565.34
2025-08-04,AE426640224,TOKEN,GW-ORION,Success,7,590.04,AED,15.92,9.38,6.54
2024-11-11,EG774885021,CARD,GW-NILE,Success,4,32030.69,EGP,789.22,399.52,389.7
2026-03-09,EG432619696,CARD,GW-ATLAS,Voided,2,458.77,EGP,0.0,2.06,-2.06
2025-04-16,SA819868069,CARD,GW-NIMBUS,REFUND,81,9426.11,SAR,0.0,45.56,-45.56
2025-11-13,OM936304206,CARD,GW-ATLAS,Refunded,2,34.63,OMR,0.0,0.12,-0.12
2025-04-27,AE462770123,CARD,GW-ORION,Failed,2,615.95,AED,0.0,0.09,-0.09
2025-09-19,SA310301059,CARD,GW-NIMBUS,Success,8,955.87,SAR,27.24,14.85,12.39
2026-06-21,OM667112904,TOKEN,GW-ATLAS,Success,24,80.15,OMR,2.95,1.89,1.06
2026-05-19,OM780225802,TOKEN,GW-NIMBUS,Failed,2,9.92,OMR,0.0,0.01,-0.01
2024-09-13,EG704826709,TOKEN,GW-ATLAS,Success,3,2474.48,EGP,77.11,48.12,28.99
2026-06-25,AE853501645,TOKEN,GW-NIMBUS,Approved,46,2933.21,AED,82.48,52.05,30.43
2026-04-13,EG374768013,CARD,GW-NILE,Failed,3,944.66,EGP,0.0,1.23,-1.23
2025-05-30,AE195154121,TOKEN,GW-ATLAS,Success,14,2619.24,AED,65.31,43.41,21.9
2025-03-15,AE125858239,BNPL,GW-ATLAS,Failed,5,1157.54,AED,0.0,0.37,-0.37
2025-11-02,EG181564804,CARD,GW-ATLAS,Success,14686,7319613.01,EGP,172621.4,162114.38,10507.02
2024-08-02,EG105351460,TOKEN,GW-NILE,Success,5,6041.82,EGP,163.24,88.96,74.28
2025-08-02,EG537155658,CARD,GW-NILE,Failed,26,5789.96,EGP,0.0,10.29,-10.29
2025-04-02,EG219821138,WALLET,GW-NILE,SETTLED,9,3729.01,EGP,88.15,45.86,42.29
2024-09-11,SA268987858,BNPL,GW-ATLAS,Success,2,117.56,SAR,5.49,4.21,1.28
2026-03-03,OM817062602,CARD,GW-NIMBUS,Failed,18,237.44,OMR,0.0,0.1,-0.1
2025-08-13,SA988802623,TOKEN,GW-ORION,Failed,1,251.59,SAR,0.0,0.04,-0.04
2026-02-01,OM688926128,LDEBIT,GW-NIMBUS,Success,80,816.84,OMR,7.94,5.06,2.88
2025-04-04,EG105351460,BNPL,GW-NILE,Success,5,4290.17,EGP,193.14,125.55,67.59
2024-12-27,AE561735990,CARD,GW-NIMBUS,Success,1,1025.49,AED,26.04,14.08,11.96
2026-01-04,SA848487072,TOKEN,GW-ORION,Refunded,2,1907.89,SAR,0.0,1.12,-1.12
2025-01-19,EG816834588,WALLET,GW-NILE,Success,1,2421.17,EGP,44.44,21.33,23.11
2025-01-19,OM284198769,TOKEN,GW-NIMBUS,Captured,41,619.05,OMR,11.64,9.69,1.95
2026-02-20,EG325044783,TOKEN,GW-NILE,Success,3,3235.06,EGP,87.27,48.92,38.35
2026-03-05,AE608679106,LDEBIT,GW-NIMBUS,Captured,75,3691.49,AED,57.42,29.01,28.41
2026-06-14,OM761015209,CARD,GW-ATLAS,Success,5,114.98,OMR,2.88,1.82,1.06
2025-08-09,SA474123129,TOKEN,GW-NIMBUS,VOIDED,1,60.32,SAR,0.0,0.06,-0.06
2026-04-02,SA247609412,CARD,GW-ORION,FAILED,31,1627.56,SAR,0.0,1.4,-1.4
2026-04-11,OM107384993,CARD,GW-NIMBUS,Success,29,564.29,OMR,9.96,8.34,1.62
2025-07-04,EG934454177,WALLET,GW-NILE,Failed,14,19160.55,EGP,0.0,5.62,-5.62
2026-05-18,SA909427280,LDEBIT,GW-NIMBUS,Refunded,3,566.78,SAR,0.0,1.69,-1.69
2024-08-14,AE526176909,TOKEN,GW-ORION,Success,1,484.19,AED,12.06,6.66,5.4
2025-06-24,SA605999505,CARD,GW-ATLAS,Failed,51,10917.25,SAR,0.0,3.82,-3.82
2026-04-24,EG873952802,WALLET,GW-NILE,Voided,1,1339.86,EGP,0.0,0.41,-0.41
2024-12-03,SA773581532,TOKEN,GW-ATLAS,Success,6,3987.35,SAR,91.89,61.95,29.94
2025-10-17,AE755938199,TOKEN,GW-NIMBUS,Success,8,9080.95,AED,216.34,129.04,87.3
2025-12-02,AE548451543,LDEBIT,GW-NIMBUS,Failed,1,62.69,AED,0.0,0.06,-0.06
2025-12-22,AE878919871,CARD,GW-ORION,Voided,3,661.23,AED,0.0,0.13,-0.13
2024-07-24,SA758672424,TOKEN,GW-ORION,Failed,1,116.9,SAR,0.0,0.04,-0.04
2026-01-09,EG786386215,TOKEN,GW-ATLAS,Success,1,1324.67,EGP,39.34,23.77,15.57
2026-05-21,SA976443961,CARD,GW-ATLAS,Success,1,15585.71,SAR,233.11,227.52,5.59
2024-12-15,SA426436949,TOKEN,GW-ORION,Failed,1,68.4,SAR,0.0,0.04,-0.04
2025-09-07,SA407055199,TOKEN,GW-NIMBUS,Voided,1,105.63,SAR,0.0,0.06,-0.06
2025-05-08,EG987489356,CARD,GW-ATLAS,Failed,337,99717.36,EGP,0.0,335.75,-335.75
2025-04-04,SA813150489,LDEBIT,GW-NIMBUS,Failed,2,310.36,SAR,0.0,0.11,-0.11
2025-12-29,OM377293460,CARD,GW-ATLAS,Failed,1,18.14,OMR,0.0,0.01,-0.01
2025-09-26,OM441483176,CARD,GW-ATLAS,Failed,1,17.82,OMR,0.0,0.01,-0.01
2024-10-02,EG849029255,TOKEN,GW-ATLAS,Success,23,9436.77,EGP,357.08,225.41,131.67
2025-12-08,EG284431976,TOKEN,GW-NILE,REFUND,1,703.76,EGP,0.0,7.64,-7.64
2025-09-10,EG625584592,CARD,GW-ATLAS,Failed,2,3390.28,EGP,0.0,2.04,-2.04
2024-09-21,AE554805022,TOKEN,GW-ORION,Success,5,4931.61,AED,115.71,66.68,49.03
2024-10-29,EG799496821,WALLET,GW-NILE,Failed,7,5828.89,EGP,0.0,2.72,-2.72
2024-07-12,EG538857731,TOKEN,GW-NILE,Success,7,8476.53,EGP,221.08,124.65,96.43
2024-12-14,EG259754316,BNPL,GW-ATLAS,Refunded,1,281.88,EGP,0.0,7.35,-7.35
2025-01-05,SA623621170,TOKEN,GW-ATLAS,Success,7,369.14,SAR,11.31,7.52,3.79
2024-07-30,AE172157388,BANKTR,GW-NIMBUS,Success,11,100354.6,AED,232.73,64.92,167.81
2024-10-16,EG123423908,CARD,GW-NILE,Failed,1,2332.64,EGP,0.0,0.39,-0.39
2025-02-26,SA722880043,LDEBIT,GW-NIMBUS,Success,2,2793.06,SAR,31.01,12.91,18.1
2025-11-14,SA205739809,CARD,GW-ORION,Success,40,1452.16,SAR,51.23,27.54,23.69
2025-05-01,AE671906697,TOKEN,GW-ORION,Voided,22,1396.32,AED,0.0,0.97,-0.97
2025-02-13,AE211109637,CARD,GW-NIMBUS,SUCCESS,3,2386.41,AED,34.81,32.93,1.88
2025-07-05,EG474518016,WALLET,GW-NILE,Failed,4,5608.47,EGP,0.0,1.61,-1.61
2026-05-15,EG165675111,TOKEN,GW-ATLAS,Voided,1,1997.07,EGP,0.0,1.03,-1.03
2025-09-30,EG544696241,TOKEN,GW-NILE,Failed,2,13734.59,EGP,0.0,0.81,-0.81
2025-08-08,SA771478693,LDEBIT,GW-NIMBUS,VOID,1,133.45,SAR,0.0,0.06,-0.06
2024-10-03,EG229215706,WALLET,GW-NILE,Success,2,640.53,EGP,17.91,8.59,9.32
2025-02-10,AE558189150,CARD,GW-NIMBUS,Voided,1,217.68,AED,0.0,0.06,-0.06
2025-11-22,OM898958663,CARD,GW-ATLAS,Success,1,40.88,OMR,1.01,0.62,0.39
2025-01-01,SA753222305,TOKEN,GW-ATLAS,Success,3,426.45,SAR,11.21,7.28,3.93
2025-08-12,AE676714739,CARD,GW-NIMBUS,Success,38,2201.12,AED,71.33,38.79,32.54
2025-11-08,EG538857731,CARD,GW-NILE,Success,28,45255.43,EGP,1121.6,625.5,496.1
2024-08-05,AE174460555,TOKEN,GW-ORION,Failed,1,175.43,AED,0.0,0.04,-0.04
2025-08-06,SA218399497,CARD,GW-ATLAS,FAILED,4,156.34,SAR,0.0,0.3,-0.3
2026-05-19,AE932795909,CARD,GW-NIMBUS,Failed,39,11258.28,AED,0.0,2.15,-2.15
2026-05-01,EG704053078,WALLET,GW-NILE,Failed,3,12729.19,EGP,0.0,1.24,-1.24
2026-05-25,OM188757830,CARD,GW-ATLAS,Success,2,232.85,OMR,5.64,3.45,2.19
2024-11-10,SA307616362,CARD,GW-ORION,Success,303,15882.16,SAR,461.13,271.22,189.91
2025-12-24,EG161643120,LDEBIT,GW-NILE,Success,9,8521.49,EGP,121.6,50.55,71.05
2026-02-22,AE426640224,TOKEN,GW-ORION,Failed,1,77.81,AED,0.0,0.04,-0.04
2024-09-29,EG110254241,TOKEN,GW-NILE,Success,3,2759.18,EGP,79.65,42.44,37.21
2026-02-06,SA853040870,BNPL,GW-ATLAS,Success,6,309.88,SAR,13.86,11.16,2.7
2025-06-10,EG888467038,TOKEN,GW-NILE,Failed,1,10336.22,EGP,0.0,0.4,-0.4
2025-03-12,EG248756723,WALLET,GW-NILE,Failed,1,281.85,EGP,0.0,0.4,-0.4
2026-05-14,EG154810799,LDEBIT,GW-NILE,Success,1,664.87,EGP,9.97,4.5,5.47
2025-12-13,OM377214746,LDEBIT,GW-NIMBUS,Voided,1,23.44,OMR,0.0,0.01,-0.01
2026-02-11,EG624580946,TOKEN,GW-ATLAS,Refunded,4,929.66,EGP,0.0,30.78,-30.78
2025-10-23,EG400875498,CARD,GW-NILE,Success,10,18254.57,EGP,497.18,248.48,248.7
2025-08-19,EG624580946,CARD,GW-NILE,Refunded,9,1281.33,EGP,0.0,66.77,-66.77
2026-05-21,SA268961677,LDEBIT,GW-NIMBUS,Success,12,1207.38,SAR,15.75,7.46,8.29
2024-07-18,EG331354329,BNPL,GW-NILE,Success,78,29648.43,EGP,1021.39,883.88,137.51
2025-05-25,SA987666099,BANKTR,GW-NIMBUS,Refunded,3,235.9,SAR,0.0,1.69,-1.69
2025-06-18,SA712951009,TOKEN,GW-ATLAS,Success,2,1000.4,SAR,22.92,15.68,7.24
2025-07-22,EG537339465,TOKEN,GW-ATLAS,Voided,1,424.5,EGP,0.0,1.0,-1.0
2026-02-02,EG981274071,CARD,GW-ATLAS,Failed,65,27950.55,EGP,0.0,66.7,-66.7
2026-04-13,SA397646855,BNPL,GW-ATLAS,Success,100,5256.77,SAR,150.13,189.17,-39.04
2025-02-28,EG724883181,TOKEN,GW-NILE,Success,16,5177.95,EGP,196.41,106.85,89.56
2025-03-29,SA139966565,CARD,GW-ATLAS,Failed,13,541.01,SAR,0.0,0.98,-0.98
2026-06-28,AE932795909,TOKEN,GW-ORION,Failed,5,1443.37,AED,0.0,0.22,-0.22
2026-03-27,AE642488904,TOKEN,GW-NIMBUS,Success,9,11678.17,AED,173.46,165.64,7.82
2025-11-18,SA337097778,CARD,GW-ORION,Voided,3,1214.95,SAR,0.0,0.14,-0.14
2025-09-04,SA352518639,BANKTR,GW-NIMBUS,Refunded,2,826.2,SAR,0.0,1.12,-1.12
2024-10-23,EG744743048,CARD,GW-NILE,Voided,1,1265.74,EGP,0.0,0.39,-0.39
2026-05-19,AE195822932,CARD,GW-NIMBUS,Voided,1,146.3,AED,0.0,0.06,-0.06
2025-06-14,EG486344028,LDEBIT,GW-NILE,Failed,4,1311.09,EGP,0.0,1.6,-1.6
2024-11-21,SA589749602,TOKEN,GW-ATLAS,Success,46,7980.8,SAR,199.69,133.43,66.26
2024-10-24,AE738504243,CARD,GW-ATLAS,Success,8,1983.62,AED,49.1,31.1,18.0
2024-10-14,SA517497912,CARD,GW-NIMBUS,Voided,1,47.6,SAR,0.0,0.06,-0.06
2025-03-16,EG744743048,CARD,GW-NILE,Success,80,103679.02,EGP,2854.44,1469.14,1385.3
2025-10-28,SA362023155,LDEBIT,GW-NIMBUS,Failed,3,198.15,SAR,0.0,0.17,-0.17
2026-06-05,SA687319923,LDEBIT,GW-NIMBUS,Success,20,9732.0,SAR,82.41,47.17,35.24
2026-02-05,SA487858809,CARD,GW-ATLAS,Failed,3,136.99,SAR,0.0,0.22,-0.22
2025-03-20,EG897740135,BNPL,GW-NILE,Failed,1,316.22,EGP,0.0,0.4,-0.4
2025-03-08,SA813150489,CARD,GW-ATLAS,Voided,4,620.71,SAR,0.0,0.3,-0.3
2024-11-18,AE782539735,CARD,GW-NIMBUS,Voided,2,83.75,AED,0.0,0.11,-0.11
2025-01-02,EG327394766,TOKEN,GW-ATLAS,Failed,2,3077.27,EGP,0.0,1.96,-1.96
2025-10-12,EG686030808,WALLET,GW-NILE,Success,409,341155.08,EGP,4705.5,3484.04,1221.46
2025-08-03,SA773581532,CARD,GW-ORION,Success,22,16266.39,SAR,365.95,213.44,152.51
2025-11-04,SA320986752,LDEBIT,GW-NIMBUS,Failed,4,3444.19,SAR,0.0,0.22,-0.22
2025-02-23,SA764037736,CARD,GW-ORION,Success,447,99483.78,SAR,1886.53,1375.12,511.41
2026-04-29,SA886598559,LDEBIT,GW-NIMBUS,Refunded,2,468.46,SAR,0.0,1.12,-1.12
2024-07-10,SA256650029,TOKEN,GW-NIMBUS,Success,46,5594.93,SAR,143.14,89.54,53.6
2025-04-05,SA945807399,LDEBIT,GW-NIMBUS,Success,1,539.59,SAR,6.75,2.6,4.15
2025-03-07,EG783358166,LDEBIT,GW-NILE,Failed,2,562.45,EGP,0.0,0.79,-0.79
2025-08-21,EG979007692,LDEBIT,GW-NILE,Success,2,1829.97,EGP,26.45,10.87,15.58
2025-10-02,SA909908733,CARD,GW-ORION,Refunded,9,2668.03,SAR,0.0,5.06,-5.06
2024-12-16,AE984737156,LDEBIT,GW-NIMBUS,Success,2,660.43,AED,7.99,3.3,4.69
2025-04-30,OM188757830,CARD,GW-ATLAS,Failed,2,167.39,OMR,0.0,0.02,150.61
2026-03-11,EG150005962,WALLET,GW-NILE,Failed,1,535.93,EGP,0.0,0.41,-0.41
2025-08-07,AE125858239,BNPL,GW-ATLAS,Success,18,3643.74,AED,154.31,127.25,27.06
2025-02-14,AE642488904,CARD,GW-ATLAS,Success,42,56786.18,AED,824.85,839.36,-14.51
2025-08-02,EG624580946,CARD,GW-NILE,Voided,3,633.0,EGP,0.0,1.19,-1.19
2024-08-30,SA986462340,TOKEN,GW-ORION,Success,24,994.34,SAR,33.09,18.58,14.51
2025-02-14,SA556781756,LDEBIT,GW-NIMBUS,Failed,1,51.75,SAR,0.0,0.06,-0.06
2025-01-26,SA189353734,CARD,GW-ORION,Failed,5,194.05,SAR,0.0,0.22,-0.22
2025-02-17,EG344164016,WALLET,GW-NILE,SUCCESS,17,6069.92,EGP,156.62,78.36,78.26
2025-08-19,OM173271126,LDEBIT,GW-NIMBUS,Success,1,13.11,OMR,0.17,0.08,0.09
2026-01-19,SA796857151,LDEBIT,GW-NIMBUS,Success,4,8041.69,SAR,85.35,36.86,48.49
2024-10-11,EG235600888,WALLET,GW-NILE,Success,4,27645.58,EGP,508.72,230.73,277.99
2025-09-03,EG389371308,LDEBIT,GW-NILE,Success,2,3152.99,EGP,39.71,16.33,23.38
2026-04-28,AE671906697,TOKEN,GW-ORION,Refunded,3,195.73,AED,0.0,1.65,-1.65
2026-03-18,EG759961492,LDEBIT,GW-NILE,Success,1,1051.42,EGP,14.98,6.06,8.92
2025-09-30,AE107661633,BNPL,GW-ATLAS,Success,4,483.91,AED,23.16,17.02,6.14
2025-04-10,EG624580946,TOKEN,GW-ATLAS,Refunded,3,410.29,EGP,0.0,22.37,-22.37
2025-11-04,EG219821138,WALLET,GW-NILE,Success,8,3754.03,EGP,86.61,44.68,41.93
2024-12-06,EG217500923,TOKEN,GW-ATLAS,Success,6,4062.0,EGP,118.94,83.18,35.76
2026-01-02,EG774885021,CARD,GW-NILE,Success,14,103185.68,EGP,2550.28,1291.19,1259.09
2025-08-01,SA517497912,TOKEN,GW-ATLAS,Failed,1,47.6,SAR,0.0,0.08,-0.08
2026-03-17,AE307567415,CARD,GW-NIMBUS,Success,1499,271610.95,AED,5193.02,4024.58,1168.44
2026-05-24,AE787062785,CARD,GW-ORION,Failed,7,1028.86,AED,0.0,0.31,-0.31
2025-10-27,SA576895050,CARD,GW-ORION,Success,7,1276.09,SAR,33.57,17.92,15.65
2025-04-30,EG849029255,LDEBIT,GW-NILE,Success,74,28480.76,EGP,541.0,244.1,296.9
2026-02-19,AE543834117,CARD,GW-ORION,Refunded,2,114.31,AED,0.0,1.1,-1.1
2026-04-23,EG717847087,CARD,GW-NILE,Success,7,10709.95,EGP,266.93,149.16,117.77
2025-09-20,SA886598559,CARD,GW-NIMBUS,Failed,7,1151.4,SAR,0.0,0.39,-0.39
2026-01-15,SA307616362,LDEBIT,GW-NIMBUS,Failed,3,153.55,SAR,0.0,0.17,-0.17
2026-03-15,EG509980512,TOKEN,GW-NILE,Success,4,1104.89,EGP,47.42,24.86,22.56
2025-01-27,SA391124455,CARD,GW-ATLAS,Failed,2,258.66,SAR,0.0,0.15,-0.15
2026-03-13,EG552283131,WALLET,GW-NILE,Success,1,1027.75,EGP,22.46,10.13,12.33
2025-04-08,EG249264164,CARD,GW-ATLAS,Failed,2,1771.24,EGP,0.0,1.99,-1.99
2025-12-25,SA897535524,TOKEN,GW-NIMBUS,Success,4,4238.04,SAR,102.87,60.31,42.56
2026-06-16,EG245991238,BNPL,GW-ATLAS,Failed,5,1548.12,EGP,0.0,5.14,-5.14
2025-04-09,EG139657763,CARD,GW-ATLAS,Refunded,8,6977.27,EGP,0.0,59.65,-59.65
2026-04-30,SA955449063,LDEBIT,GW-NIMBUS,Success,12,818.06,SAR,11.34,5.71,5.63
2026-05-17,EG888467038,CARD,GW-NILE,Success,3,21288.28,EGP,481.25,266.85,214.4
2024-10-27,EG728358410,CARD,GW-NILE,Voided,1,1551.83,EGP,0.0,0.39,-0.39
2024-08-07,EG134531316,CARD,GW-NILE,Success,13,21574.7,EGP,567.18,295.51,271.67
2024-09-07,SA184014126,TOKEN,GW-NIMBUS,Failed,2,114.08,SAR,0.0,0.11,-0.11
2025-12-17,SA777243922,LDEBIT,GW-NIMBUS,Success,2,169.62,SAR,2.45,1.1,1.35
2024-11-21,AE987618927,TOKEN,GW-NIMBUS,Failed,1,41.46,AED,0.0,0.06,-0.06
2026-01-05,SA886598559,LDEBIT,GW-NIMBUS,Failed,1,164.49,SAR,0.0,0.06,-0.06
2026-04-23,AE738504243,CARD,GW-ATLAS,SUCCESS,7,1766.56,AED,43.68,27.66,16.02
2026-04-17,EG724883181,CARD,GW-ATLAS,Voided,2,714.89,EGP,0.0,2.05,-2.05
2025-02-03,EG403388419,LDEBIT,GW-NILE,Success,18,31050.7,EGP,379.51,156.67,222.84
2025-07-22,SA620446884,LDEBIT,GW-NIMBUS,Failed,1,116.49,SAR,0.0,0.06,-0.06
2025-12-23,EG544029480,TOKEN,GW-NILE,Refunded,2,5009.54,EGP,0.0,15.27,-15.27
2025-09-29,SA184014126,CARD,GW-ORION,Approved,48,2759.33,SAR,74.43,46.08,28.35
2025-12-07,SA472968758,LDEBIT,GW-NIMBUS,Success,1,607.5,SAR,7.4,2.9,4.5
2025-10-31,EG623813968,CARD,GW-NILE,Success,8,15257.53,EGP,392.14,206.73,185.41
2026-04-19,EG103023484,TOKEN,GW-ATLAS,DECLINED,13,17407.5,EGP,0.0,13.34,-13.34
2025-12-09,AE346681166,CARD,GW-NIMBUS,Refunded,13,2343.72,AED,0.0,7.16,-7.16
2025-04-17,EG839115780,TOKEN,GW-ATLAS,Success,1,5351.16,EGP,136.75,84.59,52.16
2026-03-21,EG916667859,TOKEN,GW-NILE,Success,1,1296.14,EGP,37.19,19.07,18.12
2025-04-05,SA620446884,CARD,GW-NIMBUS,Success,20,2173.63,SAR,56.41,34.22,22.19
2024-11-07,SA295911590,TOKEN,GW-NIMBUS,Captured,2,308.9,SAR,8.05,4.81,3.24
2024-10-10,OM284198769,CARD,GW-NIMBUS,Failed,23,341.45,OMR,0.0,0.13,-0.13
2026-02-22,SA886598559,CARD,GW-NIMBUS,FAILED,9,1480.37,SAR,0.0,0.51,-0.51
2025-03-11,AE381359654,CARD,GW-ORION,Failed,7,308.73,AED,0.0,0.31,-0.31
2026-04-14,SA512016562,TOKEN,GW-NIMBUS,Success,17,604.96,SAR,21.42,12.61,8.81
2024-10-10,EG855745273,TOKEN,GW-ATLAS,Failed,1,846.45,EGP,0.0,0.97,-0.97
2025-12-27,SA779341840,CARD,GW-ATLAS,Declined,24,4077.13,SAR,0.0,1.8,-1.8
2024-08-08,AE808885338,TOKEN,GW-NIMBUS,Success,2,421.51,AED,11.28,6.38,4.9
2025-05-07,EG279421850,CARD,GW-NILE,Refunded,3,14081.72,EGP,0.0,22.42,-22.42
2026-02-14,SA158425015,CARD,GW-NIMBUS,Voided,2,79.98,SAR,0.0,0.11,-0.11
2025-04-28,EG911025364,CARD,GW-NILE,Refunded,1,244.3,EGP,0.0,7.46,-7.46
2024-11-30,EG105351460,TOKEN,GW-NILE,REVERSED,2,2133.31,EGP,0.0,0.78,-0.78
2026-04-16,AE875103901,BNPL,GW-ATLAS,Failed,11,552.48,AED,0.0,0.81,-0.81
2026-05-12,EG989134753,TOKEN,GW-ATLAS,Success,10,91158.74,EGP,1559.47,1416.47,143.0
2025-08-09,SA763491142,CARD,GW-ORION,Success,6,1997.15,SAR,49.99,26.94,23.05
2025-04-20,SA813150489,TOKEN,GW-ATLAS,Voided,1,155.18,SAR,0.0,0.08,-0.08
2024-08-21,AE468236624,CARD,GW-ORION,Refunded,1,1070.12,AED,0.0,0.55,-0.55
2024-10-06,OM780225802,LDEBIT,GW-NIMBUS,Failed,1,4.96,OMR,0.0,0.01,-0.01
2025-12-01,EG449636175,LDEBIT,GW-NILE,Refunded,13,5463.65,EGP,0.0,99.26,-99.26
2026-02-21,EG799496821,WALLET,GW-NILE,Success,60,51507.37,EGP,732.52,524.95,207.57
2025-12-07,EG327394766,WALLET,GW-NILE,Failed,2,3196.4,EGP,0.0,0.81,-0.81
2025-11-03,AE125858239,CARD,GW-ORION,Success,73,16159.26,AED,368.9,223.11,145.79
2026-05-30,SA604765470,LDEBIT,GW-NIMBUS,Failed,4,165.16,SAR,0.0,0.22,-0.22
2026-06-05,SA466668047,LDEBIT,GW-NIMBUS,Success,97,4125.81,SAR,64.73,34.93,29.8
2024-12-22,SA555426966,CARD,GW-ORION,Success,5,430.89,SAR,12.01,6.64,5.37
2024-08-04,SA189309853,CARD,GW-ORION,Success,1,447.18,SAR,9.81,5.96,3.85
2025-01-07,AE878919871,BNPL,GW-ATLAS,Success,22,4888.24,AED,206.53,170.55,35.98
2026-05-06,SA110751010,CARD,GW-ORION,VOIDED,1,77.52,SAR,0.0,0.04,481.01
2026-06-27,OM434589390,LDEBIT,GW-NIMBUS,Refunded,1,11.22,OMR,0.0,0.06,-0.06
2025-02-25,AE632922055,CARD,GW-NIMBUS,Success,1,6788.03,AED,102.48,91.88,10.6
2025-09-30,SA597658531,LDEBIT,GW-NIMBUS,Failed,30,4644.14,SAR,0.0,1.69,-1.69
2025-03-06,OM892693620,LDEBIT,GW-NIMBUS,Approved,5,102.89,OMR,1.22,0.55,0.67
2026-05-09,EG554455116,LDEBIT,GW-NILE,SETTLED,1,10998.19,EGP,125.54,46.35,79.19
2025-10-06,EG629727686,CARD,GW-NILE,Success,12,3639.19,EGP,146.48,76.24,70.24
2025-09-23,AE875103901,CARD,GW-ATLAS,Voided,4,200.9,AED,0.0,0.29,-0.29
2024-11-01,SA851607798,LDEBIT,GW-NIMBUS,Voided,1,60.38,SAR,0.0,0.06,-0.06
2025-03-29,EG284431976,LDEBIT,GW-NILE,Failed,3,2480.41,EGP,0.0,1.19,-1.19
2025-04-19,SA597673425,CARD,GW-NIMBUS,Success,3,116.84,SAR,4.25,2.31,1.94
2025-01-14,SA710370541,CARD,GW-ORION,Success,495,318582.59,SAR,4756.28,4194.68,561.6
2025-07-17,OM267217098,CARD,GW-ATLAS,Failed,67,979.39,OMR,0.0,0.52,-0.52
2026-06-07,EG379278678,BNPL,GW-ATLAS,Success,1,2232.78,EGP,98.09,78.19,19.9
2025-10-12,EG193916126,CARD,GW-NILE,Success,22,6157.35,EGP,268.07,133.51,134.56
2025-09-16,EG728358410,BNPL,GW-NILE,Success,2,3016.42,EGP,123.43,87.69,35.74
2026-03-17,AE228494793,TOKEN,GW-ORION,DECLINED,1,313.11,AED,0.0,0.04,-0.04
2025-05-05,SA362023155,LDEBIT,GW-NIMBUS,Failed,3,198.15,SAR,0.0,0.17,-0.17
2025-11-30,SA754882184,CARD,GW-ORION,Failed,1,139.94,SAR,0.0,0.04,-0.04
2024-12-22,EG918104848,CARD,GW-ATLAS,Voided,1,389.88,EGP,0.0,0.98,-0.98
2026-05-10,EG537339465,TOKEN,GW-ATLAS,Failed,20,8721.16,EGP,0.0,20.62,-20.62
2025-10-12,EG511884968,WALLET,GW-NILE,Success,4,8008.28,EGP,145.13,71.92,73.21
2025-01-30,SA972748866,CARD,GW-ORION,Refunded,7,1182.67,SAR,0.0,3.94,-3.94
2025-07-15,SA901680809,LDEBIT,GW-NIMBUS,Failed,1,607.68,SAR,0.0,0.06,-0.06
2025-12-05,EG775891339,CARD,GW-ATLAS,Success,7,9664.77,EGP,257.48,167.28,90.2
2024-10-25,OM267217098,CARD,GW-ATLAS,Refunded,4,134.39,OMR,0.0,0.23,-0.23
2025-03-09,EG680139391,TOKEN,GW-ATLAS,Voided,1,403.23,EGP,0.0,0.99,-0.99
2025-12-30,EG335687023,TOKEN,GW-ATLAS,DECLINED,19,30843.27,EGP,0.0,19.34,-19.34
2025-06-13,AE782539735,CARD,GW-NIMBUS,Refunded,2,236.86,AED,0.0,1.1,-1.1
2025-03-15,AE389283318,CARD,GW-ORION,Failed,29,2746.29,AED,0.0,1.28,-1.28
2025-10-31,SA779172798,LDEBIT,GW-NIMBUS,Success,11,1559.68,SAR,19.61,8.87,10.74
2025-12-15,EG926950694,LDEBIT,GW-NILE,Success,191,226120.21,EGP,1849.19,1256.07,593.12
2025-04-22,EG704053078,WALLET,GW-NILE,Failed,2,8182.35,EGP,0.0,0.8,-0.8
2025-02-07,EG134531316,LDEBIT,GW-NILE,CAPTURED,9,15668.23,EGP,201.17,78.91,122.26
2026-06-28,EG335687023,TOKEN,GW-ATLAS,VOID,3,4921.06,EGP,0.0,3.09,-3.09
2025-04-20,EG926950694,TOKEN,GW-ATLAS,Refunded,3,2493.25,EGP,0.0,22.37,-22.37
2025-11-17,EG799575469,LDEBIT,GW-NILE,Failed,1,376.88,EGP,0.0,0.41,-0.41
