merchant_key,mid,merchant_name,country_code,segment,vertical,integration_type,account_manager,lifecycle_status,live_date,last_txn_date,gmv_last_3m,gmv_prior_3m,gmv_fy26,revenue_fy26,gp_fy26,leakage_fy26,success_last_3m,failed_last_3m,gmv_change_3m_pct,health_status,success_rate_last_3m,flag_negative_gp,flag_billing_leakage,flag_low_success_rate,flag_declining,flag_inactive,flag_never_transacted,alert_count,as_of_month
612,EG716286440,Blue Schools,EG,Online,Education,Direct API,Karim Ezzat,Active,2025-01-28,2026-06-30,42876.5912,47542.441000000006,186468.07090000002,3962.6998000000003,1824.8902000000003,0.0008000000000833999,424.0,49.0,-0.09814072861761564,Stable,0.8964059196617337,0,0,0,0,0,0,0,202606
613,EG348432509,Silver Learning,EG,SME,Education,POS Terminal,Karim Ezzat,Active,2024-10-24,2026-06-30,23970.5308,30384.405,122350.0735,2496.4644999999996,1090.4442,0.00040000000005589124,225.0,37.0,-0.21109099223762975,Stable,0.8587786259541985,0,0,0,0,0,0,0,202606
614,SA487858809,Amber Grill 614,SA,Online,Food & Beverage,Direct API,Turki Al-Shammari,Active,2024-11-20,2026-06-30,41781.481199999995,51608.3223,205114.0704,5934.9167,1949.6390999999999,-0.0434999999998806,3396.0,493.0,-0.19041194640810877,Stable,0.8732321933659039,0,0,0,0,0,0,0,202606
615,SA192187024,Green Travel,SA,Online,Travel & Hospitality,Hosted Checkout,Turki Al-Shammari,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
616,SA813150489,Sand Utilities,SA,Enterprise,Telecom & Utilities,Hosted Checkout,Omar Al-Anazi,Churned,2024-10-30,2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
617,EG193916126,Oasis Roastery 617,EG,SME,Food & Beverage,POS Terminal,Mai Ragab,Active,2024-10-28,2026-06-30,15283.0627,15592.232000000002,62604.3818,2214.5657,1099.6797000000001,0.0032999999999672003,2699.0,318.0,-0.019828418407319835,Stable,0.8945972820682797,0,0,0,0,0,0,0,202606
618,EG631844222,Silver Roastery 618,EG,SME,Food & Beverage,Payment Links,Hany Soliman,Active,2024-10-18,2026-06-30,4141.499,4364.7611,16606.848400000003,402.08400000000006,115.69650000000001,163.1109,683.0,79.0,-0.05115104696108108,Stable,0.8963254593175853,0,1,0,0,0,0,1,202606
619,EG686030808,Palm Mart,EG,Enterprise,Retail,Direct API,Karim Ezzat,Active,2025-02-11,2026-06-30,3064980.5347,3172594.2532,12588033.589999998,211780.2434,39498.694,0.004399999994347812,186702.0,20492.0,-0.03391978611556036,Stable,0.9010975221290192,0,0,0,0,0,0,0,202606
620,EG431162218,Blue Consulting,EG,B2B,Professional Services,Payment Links,Hany Soliman,Active,2024-10-25,2026-06-30,295521.8839,256170.5581,1066382.6902,10119.660100000001,2771.1724000000004,-0.002100000000268298,3358.0,159.0,0.15361377237051044,Stable,0.9547910150696617,0,0,0,0,0,0,0,202606
621,EG513863820,Royal Bakery 621,EG,SME,Food & Beverage,Payment Links,Karim Ezzat,Live - never transacted,2024-10-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
622,SA887092113,Zenith Pharmacy,SA,SME,Healthcare,E-commerce Plugin,Turki Al-Shammari,Active,2024-11-05,2026-06-28,31083.2886,34905.6425,144785.7574,3747.2298,1514.8199999999997,0.0174000000000661,972.0,110.0,-0.1095053299763785,Stable,0.8983364140480592,0,0,0,0,0,0,0,202606
623,SA390198893,Urban Partners,SA,SME,Professional Services,POS Terminal,Turki Al-Shammari,Live - never transacted,2024-11-14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
624,EG800117892,Oasis Schools,EG,Online,Education,Direct API,Hany Soliman,Active,2025-01-23,2026-06-30,6779.7096,9632.7566,36255.27910000001,811.5598,295.0164,9.999999997479443e-05,60.0,10.0,-0.29618178040541376,Declining,0.8571428571428571,0,0,0,1,0,0,1,202606
625,SA550486234,Coral Boutique,SA,SME,Retail,Hosted Checkout,Omar Al-Anazi,Active,2024-11-28,2026-06-29,68387.802,78348.5552,285210.7654,7577.8587,2859.5670000000005,-0.04219999999992279,2318.0,302.0,-0.1271338466238878,Stable,0.8847328244274809,0,0,0,0,0,0,0,202606
626,AE211109637,Cedar Academy,AE,SME,Education,E-commerce Plugin,Yousef Al-Marri,Active,2024-11-11,2026-06-29,24273.538500000002,35254.6955,134939.12829999998,1973.6239,65.25959999999999,1315.7517,102.0,13.0,-0.31148069340153567,Declining,0.8869565217391304,0,1,0,1,0,0,2,202606
627,SA247197710,Royal Partners,SA,SME,Professional Services,Payment Links,Turki Al-Shammari,Active,2024-11-02,2026-06-29,26933.2506,32732.197099999998,116470.03989999999,2539.8985,1075.9974,-0.018899999999973698,314.0,19.0,-0.1771633747127839,Stable,0.9429429429429429,0,0,0,0,0,0,0,202606
628,EG723980954,Prime Roastery 628,EG,SME,Food & Beverage,POS Terminal,Hany Soliman,Active,2024-11-18,2026-06-29,4740.6598,4932.2466,19038.8116,621.3516000000001,287.29619999999994,-0.0008999999999870058,731.0,75.0,-0.03884371880351644,Stable,0.9069478908188585,0,0,0,0,0,0,0,202606
629,SA665920142,Golden Bakery 629,SA,Online,Food & Beverage,Direct API,Reem Al-Ghamdi,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
630,EG934454177,Horizon Online,EG,Enterprise,E-commerce,Payment Links,Nadia Fouad,Active,2024-11-06,2026-06-30,1578740.4142,1506407.1615,6046782.081199999,101238.88070000001,22068.819,0.002199999998083223,57968.0,6395.0,0.04801706640054371,Stable,0.9006416730108914,0,0,0,0,0,0,0,202606
631,AE776685743,Metro Institute,AE,SME,Education,POS Terminal,Yousef Al-Marri,Active,2024-11-30,2026-06-29,26691.371099999997,33034.428700000004,114008.05700000002,2525.1524000000004,1077.4387000000002,-0.014100000000041695,178.0,21.0,-0.1920135401039948,Stable,0.8944723618090452,0,0,0,0,0,0,0,202606
632,AE163417336,Nova Supply,AE,B2B,Distribution & Wholesale,Direct API,Yousef Al-Marri,Active,2025-02-27,2026-06-30,917962.7393,1258977.1001000002,4492379.4308,26647.4444,9289.667800000001,0.0106000000000678,332.0,13.0,-0.27086621414552614,Declining,0.9623188405797102,0,0,0,1,0,0,1,202606
633,SA764037736,Cedar Care,SA,Enterprise,Healthcare,Payment Links,Turki Al-Shammari,Active,2024-11-09,2026-06-30,4493707.3121,4516260.8107,17961754.1365,296891.261,86512.6169,-0.012799999996786698,75885.0,4826.0,-0.004993843257804419,Stable,0.9402064154824001,0,0,0,0,0,0,0,202606
634,AE366451684,Metro Stores,AE,SME,Retail,POS Terminal,Yousef Al-Marri,Active,2024-11-19,2026-06-27,27749.903400000003,27606.5596,103196.1175,2645.7878,1245.626,0.015700000000037895,856.0,79.0,0.005192381885934181,Stable,0.9155080213903743,0,0,0,0,0,0,0,202606
635,AE626038015,Green Stays,AE,Enterprise,Travel & Hospitality,POS Terminal,Yousef Al-Marri,Active,2024-11-13,2026-06-30,723659.1033999999,543433.4757000001,2557459.9149,36362.22519999999,4158.6074,-0.006399999999757598,2073.0,194.0,0.33164248387137,Growing,0.9144243493603882,0,0,0,0,0,0,0,202606
636,EG627712868,Bright Cart,EG,Online,E-commerce,Hosted Checkout,Nadia Fouad,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
637,SA597658531,Oasis Connect,SA,Enterprise,Telecom & Utilities,Direct API,Turki Al-Shammari,Active,2024-12-17,2026-06-30,6766812.3046,6697692.306399999,26992937.194599997,406153.3101,-28953.0729,-0.04419999999663549,163913.0,20966.0,0.010319972169213175,Stable,0.886596097988414,1,0,0,0,0,0,1,202606
638,SA158425015,Swift Cafe 638,SA,SME,Food & Beverage,POS Terminal,Omar Al-Anazi,Active,2024-12-04,2026-06-30,103389.1898,125631.1899,427478.6571,11875.605600000003,4864.6293000000005,-0.024900000000343297,9672.0,727.0,-0.1770420237021094,Stable,0.9300894316761227,0,0,0,0,0,0,0,202606
639,SA211354199,Metro Basket,SA,Online,E-commerce,Direct API,Turki Al-Shammari,Active,2025-01-14,2026-06-30,73995.2235,71799.454,295389.79720000003,6064.1665,1634.0102999999997,0.023899999999968998,1421.0,242.0,0.030581980470213533,Stable,0.8544798556825015,0,0,0,0,0,0,0,202606
640,SA182543031,Bright Market,SA,SME,Retail,POS Terminal,Omar Al-Anazi,Active,2024-12-06,2026-06-30,25031.0926,28577.005,105487.32979999999,2245.8985000000002,859.9168000000001,-0.0493999999998776,659.0,69.0,-0.12408271615587431,Stable,0.9052197802197802,0,0,0,0,0,0,0,202606
641,AE226845726,Oasis Deals,AE,Online,E-commerce,Direct API,Yousef Al-Marri,Active,2025-02-10,2026-06-30,132120.2751,138399.3977,541360.2954,13117.4466,4817.1815,-0.017700000000559005,3390.0,436.0,-0.045369580390883464,Stable,0.8860428646105594,0,0,0,0,0,0,0,202606
642,SA988802623,Cedar Shop,SA,Online,E-commerce,Direct API,Turki Al-Shammari,Active,2025-01-13,2026-06-30,421029.35959999997,434966.0801,1758213.9818000002,42870.4816,17069.881800000003,-0.0245999999997366,6262.0,799.0,-0.03204093638013327,Stable,0.8868432233394703,0,0,0,0,0,0,0,202606
643,AE585192811,Prime Market,AE,SME,Retail,Payment Links,Yousef Al-Marri,Churned,2024-11-22,2025-07-31,0.0,0.0,12273.1188,275.5832,103.0891,-0.0094999999999458,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
644,SA112481566,Royal Stores,SA,SME,Retail,POS Terminal,Reem Al-Ghamdi,Active,2024-11-30,2026-06-30,89490.1995,93024.1844,370307.466,9102.3801,4481.0904,-0.046799999999848095,3192.0,172.0,-0.03798995844783774,Stable,0.9488703923900119,0,0,0,0,0,0,0,202606
645,EG647781107,Metro Outlet 645,EG,SME,Retail,POS Terminal,Mai Ragab,Active,2024-12-19,2026-06-30,31093.7629,33050.278600000005,126733.6579,3222.8565,1493.0673000000002,-0.0032000000000492,2165.0,172.0,-0.05919816058676138,Stable,0.9264013692768507,0,0,0,0,0,0,0,202606
646,SA295202841,Pearl Power,SA,B2B,Telecom & Utilities,Payment Links,Reem Al-Ghamdi,Churned,2024-11-29,2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
647,SA597673425,Golden Roastery 647,SA,SME,Food & Beverage,POS Terminal,Turki Al-Shammari,Active,2024-12-24,2026-06-29,9505.0239,9659.0345,38266.0953,1114.6444999999999,525.0982,-0.018499999999988796,777.0,64.0,-0.015944719940693824,Stable,0.9239001189060642,0,0,0,0,0,0,0,202606
648,SA534389906,Swift Freight,SA,B2B,Logistics,Direct API,Reem Al-Ghamdi,Active,2025-02-15,2026-06-30,323874.73600000003,333829.30960000004,1434289.8833,8702.7309,2926.1106999999997,-0.006499999999618599,388.0,13.0,-0.02981935172776693,Stable,0.9675810473815462,0,0,0,0,0,0,0,202606
649,AE143636134,Pearl Movers,AE,B2B,Logistics,Direct API,Yousef Al-Marri,Active,2025-01-12,2026-06-28,147953.1958,140731.10730000003,597471.2193000001,3082.4478,894.9942,0.005000000000080803,133.0,5.0,0.051318351987414176,Stable,0.9637681159420289,0,0,0,0,0,0,0,202606
650,AE229934676,Pearl Net,AE,B2B,Telecom & Utilities,Direct API,Layla Haddad,Active,2025-02-17,2026-06-29,714267.4776,560641.0268,2563180.1204999997,40693.3077,8482.8546,0.021299999998063902,22065.0,1038.0,0.2740192805311836,Growing,0.9550707700298663,0,0,0,0,0,0,0,202606
651,EG531121056,Cedar Basket,EG,Online,Unclassified,Direct API,Karim Ezzat,Churned,2025-03-12,2025-09-30,0.0,0.0,5328.076,125.4519,51.3691,0.0012000000000041999,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
652,SA897535524,Sand EdTech,SA,Online,Education,Direct API,Reem Al-Ghamdi,Active,2025-03-14,2026-06-30,202146.2745,242983.55219999998,861479.9604,17940.1181,8323.3051,0.047499999999217696,985.0,99.0,-0.16806601652768158,Stable,0.9086715867158671,0,0,0,0,0,0,0,202606
653,SA165160063,Urban Medical,SA,SME,Healthcare,POS Terminal,Omar Al-Anazi,Active,2024-12-22,2026-06-29,133600.2855,145072.5626,563149.3463000001,12289.056199999999,5879.5917,-0.0234999999997854,2260.0,163.0,-0.0790795784839883,Stable,0.9327280231118448,0,0,0,0,0,0,0,202606
654,EG839904793,Swift Kitchen 654,EG,SME,Food & Beverage,E-commerce Plugin,Nadia Fouad,Active,2024-12-12,2026-06-30,29314.915,30816.0963,112442.49549999999,4193.4871,1672.3522000000003,-0.0009999999999762569,4103.0,555.0,-0.048714194211549114,Stable,0.8808501502790897,0,0,0,0,0,0,0,202606
655,AE632922055,Golden Wholesale,AE,B2B,Distribution & Wholesale,Payment Links,Yousef Al-Marri,Active,2024-12-08,2026-06-30,1195882.9086,1237391.2108,4995369.5046,27616.192799999997,7677.7138,-0.004600000000891722,406.0,9.0,-0.033545011341372,Stable,0.9783132530120482,0,0,0,0,0,0,0,202606
656,EG662461256,Cedar Pharmacy,EG,SME,Healthcare,E-commerce Plugin,Hany Soliman,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
657,EG707591429,Pearl Outlet,EG,SME,Retail,Payment Links,Karim Ezzat,Active,2024-12-06,2026-06-30,11100.2098,10840.7022,45771.9783,1176.2607,492.6397,0.00010000000001760863,770.0,135.0,0.023938264810927177,Stable,0.850828729281768,0,0,0,0,0,0,0,202606
658,SA284947269,Oasis Trading,SA,B2B,Distribution & Wholesale,Payment Links,Reem Al-Ghamdi,Active,2024-12-10,2026-06-29,762707.4586,812453.152,3562820.5487999995,51452.74089999999,11577.579,-0.011699999999109102,372.0,34.0,-0.06122899920757522,Stable,0.916256157635468,0,0,0,0,0,0,0,202606
659,EG944244262,Prime Logistics,EG,B2B,Logistics,Payment Links,Hany Soliman,Active,2024-12-06,2026-06-30,160764.7592,139764.94220000002,581204.0211,3673.4745000000003,1227.6774,-0.0006999999999662197,287.0,11.0,0.1502509618610208,Stable,0.9630872483221476,0,0,0,0,0,0,0,202606
660,EG843137256,Sand Cart,EG,Online,E-commerce,E-commerce Plugin,Nadia Fouad,Active,2024-12-11,2026-06-30,83954.2756,87681.7378,355871.5548,9553.518300000002,3819.5239999999994,-0.0005999999997356023,3310.0,582.0,-0.042511271942422754,Stable,0.8504624871531347,0,0,0,0,0,0,0,202606
661,AE473998128,Cedar Apps,AE,Online,Digital Services,Direct API,Layla Haddad,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
662,EG871225734,Cedar Bakery 662,EG,Online,Food & Beverage,Direct API,Hany Soliman,Live - never transacted,2025-03-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
663,SA473783633,Metro Schools,SA,Online,Education,Direct API,Omar Al-Anazi,Active,2025-03-27,2026-06-30,76043.42129999999,99163.9525,361731.2434,8135.2344,3190.1627999999996,0.0116000000003283,351.0,54.0,-0.23315459516400389,Stable,0.8666666666666667,0,0,0,0,0,0,0,202606
664,SA236233076,Urban Tours,SA,Online,Travel & Hospitality,Direct API,Reem Al-Ghamdi,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
665,AE727701879,Green Mart,AE,SME,Retail,POS Terminal,Yousef Al-Marri,Active,2025-01-15,2026-06-30,188273.9142,192283.07400000002,726140.0272,18526.7879,8279.375699999999,0.0132000000005519,5436.0,551.0,-0.02085030011533944,Stable,0.9079672624018708,0,0,0,0,0,0,0,202606
666,EG783358166,Horizon Grill 666,EG,SME,Food & Beverage,POS Terminal,Karim Ezzat,Active,2025-01-08,2026-06-30,66486.4837,63543.77799999999,255817.94849999997,8803.6911,3304.4878999999996,0.0014999999997367956,11726.0,1084.0,0.0463098952032724,Stable,0.9153786104605777,0,0,0,0,0,0,0,202606
667,SA712951009,Coral Academy,SA,SME,Education,POS Terminal,Omar Al-Anazi,Active,2025-01-09,2026-06-30,52381.2324,63527.6509,252285.54679999998,4725.2115,1884.8504,0.006100000000003757,306.0,21.0,-0.17545774701390698,Stable,0.9357798165137615,0,0,0,0,0,0,0,202606
668,AE634298413,Sand Roastery 668,AE,SME,Food & Beverage,Payment Links,Layla Haddad,Active,2024-12-26,2026-06-30,38698.813,41720.7244,160921.68610000002,4442.4572,2004.8018000000002,-0.016499999999837103,2900.0,248.0,-0.07243190149402097,Stable,0.9212198221092758,0,0,0,0,0,0,0,202606
669,OM377214746,Crescent Partners,OM,SME,Professional Services,POS Terminal,Salim Al-Harthy,Active,2025-01-04,2026-06-29,37414.9799,36086.9698,139131.417,2970.1434999999997,1334.5662,0.2291000000000169,600.0,62.0,0.036800266338793554,Stable,0.9063444108761329,0,0,0,0,0,0,0,202606
670,SA791415571,Horizon Express,SA,B2B,Logistics,Payment Links,Reem Al-Ghamdi,Churned,2024-12-30,2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
671,EG720267421,Golden Grill 671,EG,SME,Food & Beverage,POS Terminal,Nadia Fouad,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
672,SA939182412,Green Grill 672,SA,SME,Food & Beverage,Payment Links,Turki Al-Shammari,Active,2025-01-03,2026-06-30,95732.0371,97811.21849999999,371213.5786,11265.7088,4821.3241,-0.0346999999998158,9366.0,936.0,-0.021257085147139712,Stable,0.9091438555620268,0,0,0,0,0,0,0,202606
673,OM895940388,Zenith Outlet,OM,SME,Retail,Payment Links,Salim Al-Harthy,Live - never transacted,2025-01-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
674,AE265367413,Oasis Roastery 674,AE,SME,Food & Beverage,Payment Links,Yousef Al-Marri,Active,2025-01-05,2026-06-30,213286.8922,220203.8016,900019.1379000002,28729.589900000003,13090.2978,-0.0087999999998374,21046.0,1734.0,-0.03141139866678852,Stable,0.9238805970149254,0,0,0,0,0,0,0,202606
675,AE624999065,Swift Cart,AE,Online,E-commerce,Direct API,Yousef Al-Marri,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
676,EG711736356,Prime Cafe 676,EG,SME,Food & Beverage,POS Terminal,Hany Soliman,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
677,EG631107574,Coral Grill 677,EG,SME,Food & Beverage,Payment Links,Nadia Fouad,Active,2025-01-12,2026-06-30,16351.1015,18232.5887,65618.46089999999,2168.9516000000003,989.1537000000001,-0.0017000000000279962,3022.0,407.0,-0.10319364029749652,Stable,0.8813065033537475,0,0,0,0,0,0,0,202606
678,OM570805252,Palm Travel,OM,Online,Travel & Hospitality,Direct API,Salim Al-Harthy,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
679,EG474518016,Royal Shop,EG,Online,E-commerce,Hosted Checkout,Nadia Fouad,Active,2025-01-26,2026-06-30,318799.9495,352349.5282,1527764.1833000001,38253.91529999999,14765.003700000001,0.0002000000013142001,11397.0,1818.0,-0.09521675499720454,Stable,0.8624290578887628,0,0,0,0,0,0,0,202606
680,EG645057217,Falcon Deals,EG,Online,E-commerce,Hosted Checkout,Mai Ragab,Active,2025-02-03,2026-06-30,47011.3925,53569.8421,253564.48400000003,6869.4661,3091.3629,0.0037999999998418,1785.0,324.0,-0.12242801813298605,Stable,0.8463726884779517,0,0,1,0,0,0,1,202606
681,AE558189150,Oasis Clinics,AE,SME,Healthcare,Payment Links,Layla Haddad,Active,2025-01-18,2026-06-30,90287.3825,83298.0534,317425.7156,6975.202499999999,3086.9059,-0.0211999999998509,1511.0,137.0,0.08390747220030477,Stable,0.9168689320388349,0,0,0,0,0,0,0,202606
682,SA247609412,Prime Cafe 682,SA,Online,Food & Beverage,Hosted Checkout,Omar Al-Anazi,Active,2025-02-06,2026-06-30,280279.9577,309009.0108,1173328.3447000002,29951.583300000002,12516.018399999997,0.007600000000366001,20006.0,2334.0,-0.09297157071770401,Stable,0.8955237242614145,0,0,0,0,0,0,0,202606
683,OM251384670,Horizon Consulting,OM,SME,Professional Services,POS Terminal,Salim Al-Harthy,Active,2025-02-12,2026-06-30,26345.0714,28299.0896,103268.0095,2020.6767999999997,872.9018000000001,0.022199999999998,289.0,15.0,-0.06904880077838259,Stable,0.9506578947368421,0,0,0,0,0,0,0,202606
684,SA868774915,Oasis EdTech,SA,SME,Education,Payment Links,Turki Al-Shammari,Active,2025-01-19,2026-06-30,7076.4187,12819.019,41625.4694,906.4319999999999,442.32210000000003,0.003500000000002285,48.0,2.0,-0.44797502055344485,Declining,0.96,0,0,0,1,0,0,1,202606
685,AE827819347,Falcon Kitchen 685,AE,Online,Food & Beverage,Direct API,Yousef Al-Marri,Active,2025-03-06,2026-06-30,312505.6447,372258.12379999994,1376898.9301,42503.5201,15585.4842,0.0164000000013401,18329.0,2192.0,-0.16051356647384454,Stable,0.8931825934408655,0,0,0,0,0,0,0,202606
686,EG897740135,Zenith Games,EG,Online,Digital Services,Hosted Checkout,Nadia Fouad,Active,2025-02-15,2026-06-30,28293.963600000003,31870.1299,137273.9493,4695.8799,1560.8721999999998,-0.001800000000002802,4386.0,765.0,-0.11221059692009593,Stable,0.8514851485148515,0,0,0,0,0,0,0,202606
687,EG594214015,Sand Roastery 687,EG,SME,Food & Beverage,POS Terminal,Hany Soliman,Active,2025-02-18,2026-06-30,9924.098,10157.051599999999,38715.8696,1366.8927999999999,535.8678,-0.001599999999996189,1766.0,198.0,-0.022935159648100924,Stable,0.8991853360488798,0,0,0,0,0,0,0,202606
688,AE502481662,Swift Advisory,AE,B2B,Professional Services,Payment Links,Yousef Al-Marri,Active,2025-01-29,2026-06-30,1516320.2068,1134394.1513,4905273.7672999995,39947.582800000004,10275.003200000001,-0.0023000000023783995,12611.0,788.0,0.3366784420232756,Growing,0.9411896410179864,0,0,0,0,0,0,0,202606
689,SA358724361,Royal Bakery 689,SA,SME,Food & Beverage,Payment Links,Turki Al-Shammari,Active,2025-01-30,2026-06-30,19019.1093,22429.483,86673.9178,2577.0115,1201.9215000000002,0.0240999999998906,1680.0,150.0,-0.15204869858123793,Stable,0.9180327868852459,0,0,0,0,0,0,0,202606
690,EG408005333,Green Traders,EG,B2B,Distribution & Wholesale,Direct API,Hany Soliman,Active,2025-03-08,2026-06-30,217325.0306,193841.9887,901161.5258000001,4613.391299999999,1280.2792,-0.002299999999905398,169.0,4.0,0.12114527950052967,Stable,0.976878612716763,0,0,0,0,0,0,0,202606
691,EG608887054,Amber Traders,EG,B2B,Distribution & Wholesale,Direct API,Nadia Fouad,Active,2025-03-06,2026-06-29,263577.1307,292034.3771,1086663.7223999999,6292.841600000001,2406.2518,0.000799999999969502,194.0,11.0,-0.09744485112537117,Stable,0.9463414634146341,0,0,0,0,0,0,0,202606
692,AE410140017,Sand Connect,AE,Enterprise,Telecom & Utilities,Payment Links,Layla Haddad,Active,2025-02-01,2026-06-30,6548835.5648,6170360.277899999,23667733.7617,321246.2435,21219.608,0.0190999999977065,147444.0,16642.0,0.061337631816340187,Stable,0.8985775751739942,0,0,0,0,0,0,0,202606
693,SA811026603,Prime Clinics,SA,SME,Healthcare,POS Terminal,Reem Al-Ghamdi,Active,2025-02-14,2026-06-30,10585.3095,11586.9951,45500.84619999999,994.6884000000001,432.1672,0.027399999999999803,214.0,14.0,-0.0864491260551237,Stable,0.9385964912280702,0,0,0,0,0,0,0,202606
694,SA816274059,Blue Grill 694,SA,SME,Food & Beverage,POS Terminal,Omar Al-Anazi,Live - never transacted,2025-02-07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
695,AE891480332,Sand Online,AE,Online,E-commerce,Direct API,Layla Haddad,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
696,OM645445112,Cedar Labs,OM,SME,Healthcare,POS Terminal,Salim Al-Harthy,Live - never transacted,2025-02-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
697,EG883484273,Blue Distribution,EG,B2B,Distribution & Wholesale,Payment Links,Mai Ragab,Active,2025-01-29,2026-06-30,221586.2086,283640.07129999995,1073903.6941,6045.612400000001,2425.367,0.0003000000001519042,172.0,9.0,-0.21877678430833178,Stable,0.9502762430939227,0,0,0,0,0,0,0,202606
698,SA605999505,Coral Basket,SA,Enterprise,E-commerce,Direct API,Turki Al-Shammari,Churned,2025-04-14,2025-11-30,0.0,0.0,10449899.0251,196309.76639999996,34410.0996,-0.0139000000126545,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
699,SA122822556,Nova Cafe 699,SA,SME,Food & Beverage,POS Terminal,Reem Al-Ghamdi,Active,2025-02-26,2026-06-30,70098.163,79414.02180000002,290739.08670000004,7408.7259,3077.6147,-0.010300000000313298,4939.0,405.0,-0.11730748032710786,Stable,0.9242140718562875,0,0,0,0,0,0,0,202606
700,EG707758852,Bright Mart,EG,SME,Retail,POS Terminal,Karim Ezzat,Active,2025-03-07,2026-06-30,19326.8848,17146.645399999998,65970.4318,1691.0903,672.5341,0.0005000000000878,1536.0,127.0,0.12715253328793996,Stable,0.9236319903788335,0,0,0,0,0,0,0,202606
701,EG735951857,Zenith Stores 701,EG,SME,Retail,POS Terminal,Hany Soliman,Churned,2025-03-06,2025-07-31,0.0,0.0,5646.017,129.74450000000002,63.780300000000004,0.0004999999999881,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
702,EG786386215,Golden Care,EG,SME,Healthcare,POS Terminal,Hany Soliman,Active,2025-02-26,2026-06-30,9063.9175,10403.8963,42270.07720000001,993.9825999999999,456.88390000000004,-0.000799999999984,285.0,22.0,-0.12879586275768634,Stable,0.9283387622149837,0,0,0,0,0,0,0,202606
703,AE779501806,Horizon Institute,AE,Online,Education,Direct API,Layla Haddad,Churned,2025-05-26,2026-02-28,0.0,148408.37290000002,600910.4362000001,14496.6178,6177.493099999999,0.023000000000365298,0.0,0.0,-1.0,Churned,,0,0,0,0,1,0,1,202606
704,AE859143846,Pearl Learning,AE,Online,Education,Direct API,Yousef Al-Marri,Active,2025-05-05,2026-06-30,47853.9442,54233.827000000005,201078.386,4879.079699999999,2124.5020000000004,-0.0037000000000091,252.0,33.0,-0.11763659606761673,Stable,0.8842105263157894,0,0,0,0,0,0,0,202606
705,SA865588306,Crescent Market 705,SA,SME,Retail,POS Terminal,Turki Al-Shammari,Active,2025-03-06,2026-06-30,20865.0025,26597.053,98389.0526,2224.9861,1035.378,-0.009500000000087902,490.0,40.0,-0.21551449703845013,Stable,0.9245283018867925,0,0,0,0,0,0,0,202606
