merchant_id,payment_method,mdr_pct,fixed_fee_usd,effective_from,merchant_key
M00336,BNPL,0.04225,0.0,2022-10-02,336
M00337,CARD,0.01792,0.072,2022-10-02,337
M00337,LDEBIT,0.00876,0.036,2022-10-02,337
M00337,TOKEN,0.01832,0.072,2022-10-02,337
M00338,CARD,0.02407,0.105,2022-10-04,338
M00338,LDEBIT,0.01177,0.053,2022-10-04,338
M00339,CARD,0.0215,0.105,2022-10-04,339
M00339,LDEBIT,0.01051,0.053,2022-10-04,339
M00339,TOKEN,0.02198,0.105,2022-10-04,339
M00340,CARD,0.02363,0.105,2022-10-09,340
M00340,TOKEN,0.02416,0.105,2022-10-09,340
M00340,LDEBIT,0.01155,0.053,2022-10-09,340
M00341,CARD,0.02587,0.105,2022-10-19,341
M00341,LDEBIT,0.01265,0.053,2022-10-19,341
M00341,TOKEN,0.02644,0.105,2022-10-19,341
M00342,CARD,0.02386,0.1,2022-10-19,342
M00342,TOKEN,0.02439,0.1,2022-10-19,342
M00343,CARD,0.02323,0.105,2022-10-27,343
M00343,LDEBIT,0.01136,0.053,2022-10-27,343
M00343,TOKEN,0.02375,0.105,2022-10-27,343
M00343,WALLET,0.01859,0.053,2022-10-27,343
M00344,CARD,0.02382,0.105,2022-10-31,344
M00344,LDEBIT,0.01165,0.053,2022-10-31,344
M00344,TOKEN,0.02435,0.105,2022-10-31,344
M00344,WALLET,0.01906,0.053,2022-10-31,344
M00345,CARD,0.01419,0.072,2022-11-06,345
M00345,TOKEN,0.0145,0.072,2022-11-06,345
M00346,CARD,0.02233,0.105,2022-11-06,346
M00346,LDEBIT,0.01092,0.053,2022-11-06,346
M00346,TOKEN,0.02283,0.105,2022-11-06,346
M00347,CARD,0.02163,0.1,2022-11-06,347
M00347,TOKEN,0.02211,0.1,2022-11-06,347
M00347,LDEBIT,0.01057,0.05,2022-11-06,347
M00347,WALLET,0.0173,0.05,2022-11-06,347
M00348,CARD,0.02481,0.105,2022-11-13,348
M00348,LDEBIT,0.01213,0.053,2022-11-13,348
M00348,TOKEN,0.02536,0.105,2022-11-13,348
M00348,WALLET,0.01985,0.053,2022-11-13,348
M00349,CARD,0.02504,0.105,2022-11-16,349
M00349,TOKEN,0.02559,0.105,2022-11-16,349
M00349,BNPL,0.05007,0.0,2022-11-16,349
M00350,CARD,0.02444,0.105,2022-11-19,350
M00350,LDEBIT,0.01195,0.053,2022-11-19,350
M00350,TOKEN,0.02499,0.105,2022-11-19,350
M00351,BANKTR,0.00217,0.42,2022-11-20,351
M00351,CARD,0.0163,0.07,2022-11-20,351
M00352,CARD,0.02513,0.105,2022-11-22,352
M00352,LDEBIT,0.01228,0.053,2022-11-22,352
M00352,WALLET,0.0201,0.053,2022-11-22,352
M00353,CARD,0.02102,0.1,2022-11-24,353
M00353,TOKEN,0.02148,0.1,2022-11-24,353
M00353,LDEBIT,0.01028,0.05,2022-11-24,353
M00354,CARD,0.02435,0.105,2022-11-25,354
M00354,LDEBIT,0.01191,0.053,2022-11-25,354
M00354,WALLET,0.01948,0.053,2022-11-25,354
M00355,CARD,0.02359,0.105,2022-11-26,355
M00355,LDEBIT,0.01153,0.053,2022-11-26,355
M00355,TOKEN,0.02412,0.105,2022-11-26,355
M00356,CARD,0.02304,0.105,2022-11-28,356
M00356,LDEBIT,0.01127,0.053,2022-11-28,356
M00356,TOKEN,0.02356,0.105,2022-11-28,356
M00357,CARD,0.01723,0.072,2022-11-29,357
M00357,TOKEN,0.01761,0.072,2022-11-29,357
M00357,LDEBIT,0.00842,0.036,2022-11-29,357
M00357,WALLET,0.01378,0.036,2022-11-29,357
M00357,BNPL,0.03445,0.0,2022-11-29,357
M00358,CARD,0.02381,0.105,2022-11-29,358
M00358,TOKEN,0.02434,0.105,2022-11-29,358
M00358,LDEBIT,0.01164,0.053,2022-11-29,358
M00359,CARD,0.02443,0.105,2022-12-01,359
M00359,LDEBIT,0.01195,0.053,2022-12-01,359
M00359,TOKEN,0.02498,0.105,2022-12-01,359
M00360,CARD,0.02205,0.1,2022-12-17,360
M00360,TOKEN,0.02254,0.1,2022-12-17,360
M00360,LDEBIT,0.01078,0.05,2022-12-17,360
M00360,WALLET,0.01764,0.05,2022-12-17,360
M00360,BNPL,0.04411,0.0,2022-12-17,360
M00361,CARD,0.02313,0.105,2022-12-18,361
M00361,TOKEN,0.02364,0.105,2022-12-18,361
M00361,LDEBIT,0.01131,0.053,2022-12-18,361
M00361,WALLET,0.0185,0.053,2022-12-18,361
M00361,BNPL,0.04626,0.0,2022-12-18,361
M00362,CARD,0.02188,0.1,2022-12-22,362
M00362,TOKEN,0.02236,0.1,2022-12-22,362
M00362,LDEBIT,0.0107,0.05,2022-12-22,362
M00363,CARD,0.02187,0.1,2022-12-22,363
M00363,TOKEN,0.02236,0.1,2022-12-22,363
M00364,CARD,0.0221,0.1,2022-12-24,364
M00364,TOKEN,0.02259,0.1,2022-12-24,364
M00364,LDEBIT,0.0108,0.05,2022-12-24,364
M00365,CARD,0.02377,0.105,2022-12-24,365
M00365,LDEBIT,0.01162,0.053,2022-12-24,365
M00365,TOKEN,0.0243,0.105,2022-12-24,365
M00365,WALLET,0.01902,0.053,2022-12-24,365
M00366,CARD,0.02204,0.1,2022-12-24,366
M00366,TOKEN,0.02253,0.1,2022-12-24,366
M00367,CARD,0.02309,0.105,2022-12-26,367
M00367,LDEBIT,0.01129,0.053,2022-12-26,367
M00367,TOKEN,0.02361,0.105,2022-12-26,367
M00368,CARD,0.02138,0.1,2022-12-26,368
M00368,TOKEN,0.02186,0.1,2022-12-26,368
M00368,LDEBIT,0.01045,0.05,2022-12-26,368
M00369,CARD,0.01625,0.072,2022-12-29,369
M00369,TOKEN,0.01661,0.072,2022-12-29,369
M00369,LDEBIT,0.00794,0.036,2022-12-29,369
M00369,BNPL,0.03249,0.0,2022-12-29,369
M00370,CARD,0.02315,0.1,2022-12-29,370
M00370,TOKEN,0.02367,0.1,2022-12-29,370
M00371,CARD,0.02465,0.105,2023-01-01,371
M00371,LDEBIT,0.01205,0.053,2023-01-01,371
M00372,CARD,0.02337,0.105,2023-01-01,372
M00372,TOKEN,0.02388,0.105,2023-01-01,372
M00372,LDEBIT,0.01142,0.053,2023-01-01,372
M00372,WALLET,0.01869,0.053,2023-01-01,372
M00373,CARD,0.02336,0.1,2023-01-06,373
M00373,TOKEN,0.02388,0.1,2023-01-06,373
M00373,LDEBIT,0.01142,0.05,2023-01-06,373
M00373,BNPL,0.04673,0.0,2023-01-06,373
M00374,BANKTR,0.00209,0.42,2023-01-09,374
M00374,CARD,0.01567,0.07,2023-01-09,374
M00375,CARD,0.0152,0.072,2023-01-10,375
M00375,TOKEN,0.01554,0.072,2023-01-10,375
M00375,LDEBIT,0.00743,0.036,2023-01-10,375
M00375,WALLET,0.01216,0.036,2023-01-10,375
M00376,CARD,0.02246,0.1,2023-01-10,376
M00376,TOKEN,0.02296,0.1,2023-01-10,376
M00376,LDEBIT,0.01098,0.05,2023-01-10,376
M00376,WALLET,0.01797,0.05,2023-01-10,376
M00376,BNPL,0.04492,0.0,2023-01-10,376
M00377,CARD,0.02278,0.1,2023-01-11,377
M00377,TOKEN,0.02329,0.1,2023-01-11,377
M00377,LDEBIT,0.01114,0.05,2023-01-11,377
M00378,CARD,0.02541,0.105,2023-01-12,383
M00378,LDEBIT,0.01242,0.053,2023-01-12,383
M00378,WALLET,0.02033,0.053,2023-01-12,383
M00379,CARD,0.02072,0.1,2023-01-14,378
M00379,TOKEN,0.02118,0.1,2023-01-14,378
M00379,LDEBIT,0.01013,0.05,2023-01-14,378
M00379,WALLET,0.01658,0.05,2023-01-14,378
M00379,BNPL,0.04144,0.0,2023-01-14,378
M00380,CARD,0.02386,0.105,2023-01-16,379
M00380,LDEBIT,0.01166,0.053,2023-01-16,379
M00380,TOKEN,0.02439,0.105,2023-01-16,379
M00381,BANKTR,0.00213,0.42,2023-01-16,380
M00381,CARD,0.01598,0.07,2023-01-16,380
M00382,CARD,0.02275,0.1,2023-01-23,381
M00382,TOKEN,0.02325,0.1,2023-01-23,381
M00383,BANKTR,0.00208,0.42,2023-01-23,382
M00383,CARD,0.0156,0.07,2023-01-23,382
M00384,CARD,0.02453,0.105,2023-01-31,384
M00384,LDEBIT,0.01199,0.053,2023-01-31,384
M00384,TOKEN,0.02508,0.105,2023-01-31,384
M00385,CARD,0.02293,0.105,2023-02-01,385
M00385,LDEBIT,0.01121,0.053,2023-02-01,385
M00385,TOKEN,0.02344,0.105,2023-02-01,385
M00385,WALLET,0.01835,0.053,2023-02-01,385
M00386,CARD,0.01294,0.072,2023-02-05,386
M00386,LDEBIT,0.00633,0.036,2023-02-05,386
M00386,TOKEN,0.01323,0.072,2023-02-05,386
M00387,CARD,0.02237,0.1,2023-02-06,387
M00387,TOKEN,0.02286,0.1,2023-02-06,387
M00387,LDEBIT,0.01093,0.05,2023-02-06,387
M00388,CARD,0.01766,0.072,2023-02-08,388
M00388,TOKEN,0.01806,0.072,2023-02-08,388
M00389,CARD,0.01486,0.07,2023-02-09,389
M00389,LDEBIT,0.00727,0.035,2023-02-09,389
M00390,CARD,0.02241,0.105,2023-02-21,390
M00390,LDEBIT,0.01096,0.053,2023-02-21,390
M00390,TOKEN,0.02291,0.105,2023-02-21,390
M00391,CARD,0.02497,0.105,2023-02-22,391
M00391,LDEBIT,0.01221,0.053,2023-02-22,391
M00391,TOKEN,0.02552,0.105,2023-02-22,391
M00391,WALLET,0.01998,0.053,2023-02-22,391
M00392,BANKTR,0.00206,0.42,2023-02-25,392
M00392,CARD,0.01547,0.07,2023-02-25,392
M00393,CARD,0.0215,0.105,2023-02-26,393
M00393,LDEBIT,0.01051,0.053,2023-02-26,393
M00393,TOKEN,0.02198,0.105,2023-02-26,393
M00393,WALLET,0.0172,0.053,2023-02-26,393
M00394,CARD,0.02551,0.105,2023-02-26,394
M00394,LDEBIT,0.01247,0.053,2023-02-26,394
M00395,CARD,0.022,0.1,2023-03-02,395
M00395,TOKEN,0.02249,0.1,2023-03-02,395
M00395,LDEBIT,0.01076,0.05,2023-03-02,395
M00395,WALLET,0.0176,0.05,2023-03-02,395
M00395,BNPL,0.044,0.0,2023-03-02,395
M00396,CARD,0.02148,0.1,2023-03-04,396
M00396,TOKEN,0.02195,0.1,2023-03-04,396
M00396,LDEBIT,0.0105,0.05,2023-03-04,396
M00396,WALLET,0.01718,0.05,2023-03-04,396
M00397,CARD,0.02195,0.1,2023-03-06,397
M00397,TOKEN,0.02243,0.1,2023-03-06,397
M00397,LDEBIT,0.01073,0.05,2023-03-06,397
M00397,WALLET,0.01756,0.05,2023-03-06,397
M00398,CARD,0.02271,0.1,2023-03-10,398
M00398,TOKEN,0.02322,0.1,2023-03-10,398
M00399,CARD,0.02384,0.105,2023-03-12,399
M00399,TOKEN,0.02437,0.105,2023-03-12,399
M00399,LDEBIT,0.01166,0.053,2023-03-12,399
M00399,WALLET,0.01908,0.053,2023-03-12,399
M00400,CARD,0.02489,0.105,2023-03-16,400
M00400,TOKEN,0.02545,0.105,2023-03-16,400
M00400,LDEBIT,0.01217,0.053,2023-03-16,400
M00400,BNPL,0.04979,0.0,2023-03-16,400
M00401,CARD,0.02209,0.1,2023-03-17,401
M00401,TOKEN,0.02258,0.1,2023-03-17,401
M00401,LDEBIT,0.0108,0.05,2023-03-17,401
M00401,WALLET,0.01767,0.05,2023-03-17,401
M00401,BNPL,0.04418,0.0,2023-03-17,401
M00402,CARD,0.02364,0.105,2023-03-17,402
M00402,LDEBIT,0.01156,0.053,2023-03-17,402
M00402,TOKEN,0.02417,0.105,2023-03-17,402
M00403,CARD,0.02408,0.1,2023-03-19,403
M00403,TOKEN,0.02461,0.1,2023-03-19,403
M00403,LDEBIT,0.01177,0.05,2023-03-19,403
M00403,BNPL,0.04815,0.0,2023-03-19,403
M00404,BANKTR,0.00218,0.42,2023-03-21,404
M00404,CARD,0.01634,0.07,2023-03-21,404
M00405,CARD,0.02452,0.105,2023-03-23,405
M00405,LDEBIT,0.01199,0.053,2023-03-23,405
M00405,TOKEN,0.02506,0.105,2023-03-23,405
M00405,WALLET,0.01961,0.053,2023-03-23,405
M00406,CARD,0.02519,0.105,2023-03-26,406
M00406,LDEBIT,0.01232,0.053,2023-03-26,406
M00406,TOKEN,0.02575,0.105,2023-03-26,406
M00407,CARD,0.02193,0.1,2023-03-27,407
M00407,TOKEN,0.02242,0.1,2023-03-27,407
M00407,BNPL,0.04387,0.0,2023-03-27,407
M00408,CARD,0.02489,0.105,2023-03-28,408
M00408,LDEBIT,0.01217,0.053,2023-03-28,408
M00408,WALLET,0.01991,0.053,2023-03-28,408
M00409,CARD,0.01509,0.072,2023-04-02,409
M00409,TOKEN,0.01542,0.072,2023-04-02,409
M00409,LDEBIT,0.00738,0.036,2023-04-02,409
M00409,WALLET,0.01207,0.036,2023-04-02,409
M00410,CARD,0.02415,0.105,2023-04-03,410
M00410,LDEBIT,0.01181,0.053,2023-04-03,410
M00410,TOKEN,0.02469,0.105,2023-04-03,410
M00410,WALLET,0.01932,0.053,2023-04-03,410
M00411,CARD,0.02114,0.1,2023-04-04,411
M00411,TOKEN,0.02161,0.1,2023-04-04,411
M00411,LDEBIT,0.01034,0.05,2023-04-04,411
M00411,WALLET,0.01691,0.05,2023-04-04,411
M00411,BNPL,0.04228,0.0,2023-04-04,411
M00412,CARD,0.02369,0.105,2023-04-06,412
M00412,LDEBIT,0.01158,0.053,2023-04-06,412
M00412,TOKEN,0.02422,0.105,2023-04-06,412
M00413,CARD,0.0224,0.105,2023-04-06,413
M00413,LDEBIT,0.01095,0.053,2023-04-06,413
M00413,TOKEN,0.02289,0.105,2023-04-06,413
M00413,WALLET,0.01792,0.053,2023-04-06,413
M00414,CARD,0.0232,0.1,2023-04-07,414
M00414,TOKEN,0.02371,0.1,2023-04-07,414
M00414,BNPL,0.0464,0.0,2023-04-07,414
M00415,CARD,0.02478,0.105,2023-04-07,415
M00415,LDEBIT,0.01212,0.053,2023-04-07,415
M00415,TOKEN,0.02533,0.105,2023-04-07,415
M00416,CARD,0.02376,0.105,2023-04-08,416
M00416,LDEBIT,0.01162,0.053,2023-04-08,416
M00416,WALLET,0.01901,0.053,2023-04-08,416
M00417,CARD,0.01441,0.072,2023-04-09,417
M00417,LDEBIT,0.00705,0.036,2023-04-09,417
M00417,TOKEN,0.01473,0.072,2023-04-09,417
M00417,WALLET,0.01153,0.036,2023-04-09,417
M00418,CARD,0.02371,0.105,2023-04-11,418
M00418,LDEBIT,0.01159,0.053,2023-04-11,418
M00418,TOKEN,0.02423,0.105,2023-04-11,418
M00419,BANKTR,0.00218,0.42,2023-04-15,419
M00419,CARD,0.01632,0.07,2023-04-15,419
M00420,CARD,0.01713,0.072,2023-04-16,420
M00420,TOKEN,0.01751,0.072,2023-04-16,420
M00420,LDEBIT,0.00838,0.036,2023-04-16,420
M00420,BNPL,0.03427,0.0,2023-04-16,420
M00421,CARD,0.02326,0.105,2023-04-16,421
M00421,LDEBIT,0.01137,0.053,2023-04-16,421
M00421,TOKEN,0.02378,0.105,2023-04-16,421
M00422,CARD,0.02263,0.105,2023-04-17,422
M00422,LDEBIT,0.01106,0.053,2023-04-17,422
M00423,BANKTR,0.0021,0.42,2023-04-18,423
M00423,CARD,0.01579,0.07,2023-04-18,423
M00424,BANKTR,0.00199,0.42,2023-04-20,424
M00424,CARD,0.01493,0.07,2023-04-20,424
M00425,BANKTR,0.00212,0.42,2023-04-25,425
M00425,CARD,0.01588,0.07,2023-04-25,425
M00426,CARD,0.02324,0.105,2023-04-26,426
M00426,LDEBIT,0.01136,0.053,2023-04-26,426
M00426,TOKEN,0.02376,0.105,2023-04-26,426
M00426,WALLET,0.0186,0.053,2023-04-26,426
M00427,BANKTR,0.00219,0.42,2023-04-26,427
M00427,CARD,0.01644,0.07,2023-04-26,427
M00428,CARD,0.02598,0.105,2023-04-29,428
M00428,TOKEN,0.02656,0.105,2023-04-29,428
M00429,CARD,0.02372,0.1,2023-05-11,429
M00429,TOKEN,0.02425,0.1,2023-05-11,429
M00430,CARD,0.02432,0.105,2023-05-12,430
M00430,TOKEN,0.02486,0.105,2023-05-12,430
M00430,LDEBIT,0.01189,0.053,2023-05-12,430
M00430,BNPL,0.04864,0.0,2023-05-12,430
M00431,CARD,0.02163,0.1,2023-05-14,431
M00431,TOKEN,0.02211,0.1,2023-05-14,431
M00431,LDEBIT,0.01057,0.05,2023-05-14,431
M00431,WALLET,0.0173,0.05,2023-05-14,431
M00432,CARD,0.02117,0.1,2023-05-14,432
M00432,TOKEN,0.02165,0.1,2023-05-14,432
M00432,BNPL,0.04235,0.0,2023-05-14,432
M00433,CARD,0.02231,0.1,2023-05-15,433
M00433,TOKEN,0.0228,0.1,2023-05-15,433
M00433,LDEBIT,0.01091,0.05,2023-05-15,433
M00433,WALLET,0.01785,0.05,2023-05-15,433
M00433,BNPL,0.04462,0.0,2023-05-15,433
M00434,BANKTR,0.00211,0.42,2023-05-16,434
M00434,CARD,0.01584,0.07,2023-05-16,434
M00435,CARD,0.02356,0.1,2023-05-16,435
M00435,TOKEN,0.02408,0.1,2023-05-16,435
M00435,LDEBIT,0.01152,0.05,2023-05-16,435
M00435,BNPL,0.04711,0.0,2023-05-16,435
M00436,CARD,0.02331,0.105,2023-05-20,436
M00436,LDEBIT,0.0114,0.053,2023-05-20,436
M00437,BANKTR,0.00219,0.42,2023-05-26,437
M00437,CARD,0.01644,0.07,2023-05-26,437
M00438,CARD,0.0244,0.105,2023-05-28,438
M00438,LDEBIT,0.01193,0.053,2023-05-28,438
M00438,TOKEN,0.02494,0.105,2023-05-28,438
M00438,WALLET,0.01952,0.053,2023-05-28,438
M00439,CARD,0.0235,0.1,2023-06-02,439
M00439,TOKEN,0.02402,0.1,2023-06-02,439
M00439,LDEBIT,0.01149,0.05,2023-06-02,439
M00439,BNPL,0.047,0.0,2023-06-02,439
M00440,CARD,0.02354,0.1,2023-06-05,440
M00440,TOKEN,0.02406,0.1,2023-06-05,440
M00441,CARD,0.02279,0.1,2023-06-10,441
M00441,TOKEN,0.0233,0.1,2023-06-10,441
M00442,CARD,0.02397,0.105,2023-06-12,442
M00442,LDEBIT,0.01172,0.053,2023-06-12,442
M00442,WALLET,0.01918,0.053,2023-06-12,442
M00443,CARD,0.02218,0.1,2023-06-15,443
M00443,TOKEN,0.02267,0.1,2023-06-15,443
M00443,LDEBIT,0.01084,0.05,2023-06-15,443
M00443,BNPL,0.04435,0.0,2023-06-15,443
M00444,CARD,0.02267,0.105,2023-06-17,444
M00444,TOKEN,0.02317,0.105,2023-06-17,444
M00444,LDEBIT,0.01108,0.053,2023-06-17,444
M00445,BANKTR,0.00194,0.42,2023-06-18,445
M00445,CARD,0.01452,0.07,2023-06-18,445
M00446,CARD,0.0166,0.072,2023-06-19,446
M00446,LDEBIT,0.00811,0.036,2023-06-19,446
M00446,TOKEN,0.01697,0.072,2023-06-19,446
M00447,CARD,0.02439,0.105,2023-06-25,447
M00447,LDEBIT,0.01193,0.053,2023-06-25,447
M00447,TOKEN,0.02494,0.105,2023-06-25,447
M00448,CARD,0.02432,0.105,2023-06-27,448
M00448,LDEBIT,0.01189,0.053,2023-06-27,448
M00448,WALLET,0.01946,0.053,2023-06-27,448
M00449,CARD,0.02337,0.1,2023-06-28,449
M00449,TOKEN,0.02389,0.1,2023-06-28,449
M00449,LDEBIT,0.01143,0.05,2023-06-28,449
M00449,WALLET,0.0187,0.05,2023-06-28,449
M00449,BNPL,0.04674,0.0,2023-06-28,449
M00450,CARD,0.02454,0.105,2023-06-28,450
M00450,LDEBIT,0.012,0.053,2023-06-28,450
M00450,WALLET,0.01963,0.053,2023-06-28,450
M00451,CARD,0.02258,0.105,2023-07-01,451
M00451,LDEBIT,0.01104,0.053,2023-07-01,451
M00451,TOKEN,0.02308,0.105,2023-07-01,451
M00452,CARD,0.02245,0.1,2023-07-01,452
M00452,TOKEN,0.02295,0.1,2023-07-01,452
M00452,LDEBIT,0.01097,0.05,2023-07-01,452
M00453,CARD,0.0232,0.1,2023-07-01,453
M00453,TOKEN,0.02372,0.1,2023-07-01,453
M00454,CARD,0.02438,0.105,2023-07-05,454
M00454,LDEBIT,0.01192,0.053,2023-07-05,454
M00454,TOKEN,0.02492,0.105,2023-07-05,454
M00455,CARD,0.01307,0.072,2023-07-12,455
M00455,TOKEN,0.01336,0.072,2023-07-12,455
M00455,LDEBIT,0.00639,0.036,2023-07-12,455
M00455,BNPL,0.02614,0.0,2023-07-12,455
M00456,CARD,0.02412,0.105,2023-07-16,456
M00456,LDEBIT,0.01179,0.053,2023-07-16,456
M00456,TOKEN,0.02465,0.105,2023-07-16,456
M00457,CARD,0.02433,0.1,2023-07-22,457
M00457,TOKEN,0.02487,0.1,2023-07-22,457
M00457,LDEBIT,0.0119,0.05,2023-07-22,457
M00458,CARD,0.02461,0.105,2023-07-22,458
M00458,LDEBIT,0.01203,0.053,2023-07-22,458
M00458,TOKEN,0.02516,0.105,2023-07-22,458
M00458,WALLET,0.01969,0.053,2023-07-22,458
M00459,CARD,0.0223,0.1,2023-07-29,459
M00459,TOKEN,0.0228,0.1,2023-07-29,459
M00460,CARD,0.02435,0.105,2023-08-03,460
M00460,LDEBIT,0.0119,0.053,2023-08-03,460
M00461,CARD,0.02104,0.1,2023-08-08,461
M00461,TOKEN,0.0215,0.1,2023-08-08,461
M00461,LDEBIT,0.01028,0.05,2023-08-08,461
M00461,WALLET,0.01683,0.05,2023-08-08,461
M00461,BNPL,0.04207,0.0,2023-08-08,461
M00462,CARD,0.02448,0.1,2023-08-10,462
M00462,TOKEN,0.02502,0.1,2023-08-10,462
M00462,LDEBIT,0.01197,0.05,2023-08-10,462
M00462,BNPL,0.04896,0.0,2023-08-10,462
M00463,CARD,0.02143,0.1,2023-08-11,463
M00463,TOKEN,0.0219,0.1,2023-08-11,463
M00464,CARD,0.02107,0.105,2023-08-16,464
M00464,LDEBIT,0.0103,0.053,2023-08-16,464
M00464,TOKEN,0.02154,0.105,2023-08-16,464
M00465,CARD,0.02172,0.1,2023-08-21,465
M00465,TOKEN,0.0222,0.1,2023-08-21,465
M00466,CARD,0.02202,0.105,2023-08-23,466
M00466,LDEBIT,0.01077,0.053,2023-08-23,466
M00466,TOKEN,0.02251,0.105,2023-08-23,466
M00466,WALLET,0.01762,0.053,2023-08-23,466
M00467,CARD,0.02232,0.105,2023-08-27,521
M00467,TOKEN,0.02281,0.105,2023-08-27,521
M00467,LDEBIT,0.01091,0.053,2023-08-27,521
M00468,CARD,0.02294,0.105,2023-08-30,467
M00468,LDEBIT,0.01122,0.053,2023-08-30,467
M00468,TOKEN,0.02345,0.105,2023-08-30,467
M00469,CARD,0.01878,0.072,2023-09-01,468
M00469,TOKEN,0.01919,0.072,2023-09-01,468
M00469,LDEBIT,0.00918,0.036,2023-09-01,468
M00469,WALLET,0.01502,0.036,2023-09-01,468
M00470,CARD,0.0233,0.105,2023-09-02,469
M00470,TOKEN,0.02382,0.105,2023-09-02,469
M00470,LDEBIT,0.01139,0.053,2023-09-02,469
M00470,WALLET,0.01864,0.053,2023-09-02,469
M00471,CARD,0.02349,0.1,2023-09-06,470
M00471,TOKEN,0.02402,0.1,2023-09-06,470
M00472,CARD,0.02222,0.105,2023-09-11,471
M00472,LDEBIT,0.01086,0.053,2023-09-11,471
M00472,TOKEN,0.02272,0.105,2023-09-11,471
M00473,CARD,0.02312,0.1,2023-09-12,472
M00473,TOKEN,0.02363,0.1,2023-09-12,472
M00473,BNPL,0.04624,0.0,2023-09-12,472
M00474,CARD,0.02397,0.105,2023-09-22,473
M00474,LDEBIT,0.01172,0.053,2023-09-22,473
M00474,TOKEN,0.02451,0.105,2023-09-22,473
M00475,CARD,0.02297,0.1,2023-09-22,474
M00475,TOKEN,0.02348,0.1,2023-09-22,474
M00476,BANKTR,0.00215,0.42,2023-09-24,475
M00476,CARD,0.01611,0.07,2023-09-24,475
M00477,CARD,0.02124,0.1,2023-09-25,476
M00477,TOKEN,0.02172,0.1,2023-09-25,476
M00478,CARD,0.02278,0.1,2023-09-28,477
M00478,TOKEN,0.02329,0.1,2023-09-28,477
M00478,LDEBIT,0.01114,0.05,2023-09-28,477
M00479,CARD,0.02152,0.1,2023-09-29,478
M00479,TOKEN,0.02199,0.1,2023-09-29,478
M00479,LDEBIT,0.01052,0.05,2023-09-29,478
M00480,CARD,0.02327,0.1,2023-10-03,479
M00480,TOKEN,0.02379,0.1,2023-10-03,479
M00480,LDEBIT,0.01138,0.05,2023-10-03,479
M00481,CARD,0.01421,0.072,2023-10-04,480
M00481,LDEBIT,0.00695,0.036,2023-10-04,480
M00481,TOKEN,0.01453,0.072,2023-10-04,480
M00482,CARD,0.0217,0.1,2023-10-08,481
M00482,TOKEN,0.02218,0.1,2023-10-08,481
M00483,CARD,0.02234,0.1,2023-10-11,482
M00483,TOKEN,0.02284,0.1,2023-10-11,482
M00483,LDEBIT,0.01092,0.05,2023-10-11,482
M00484,CARD,0.01632,0.072,2023-10-13,483
M00484,LDEBIT,0.00798,0.036,2023-10-13,483
M00484,TOKEN,0.01668,0.072,2023-10-13,483
M00484,WALLET,0.01305,0.036,2023-10-13,483
M00485,CARD,0.02445,0.105,2023-10-16,484
M00485,LDEBIT,0.01195,0.053,2023-10-16,484
M00485,TOKEN,0.025,0.105,2023-10-16,484
M00486,CARD,0.02278,0.1,2023-10-23,485
M00486,TOKEN,0.02329,0.1,2023-10-23,485
M00486,LDEBIT,0.01114,0.05,2023-10-23,485
M00486,WALLET,0.01823,0.05,2023-10-23,485
M00487,CARD,0.02475,0.105,2023-10-25,486
M00487,LDEBIT,0.0121,0.053,2023-10-25,486
M00487,TOKEN,0.0253,0.105,2023-10-25,486
M00488,CARD,0.02454,0.105,2023-10-30,487
M00488,LDEBIT,0.012,0.053,2023-10-30,487
M00488,WALLET,0.01964,0.053,2023-10-30,487
M00489,CARD,0.02618,0.105,2023-11-02,488
M00489,LDEBIT,0.0128,0.053,2023-11-02,488
M00490,BANKTR,0.00211,0.42,2023-11-03,489
M00490,CARD,0.01579,0.07,2023-11-03,489
M00491,CARD,0.02362,0.105,2023-11-04,490
M00491,LDEBIT,0.01155,0.053,2023-11-04,490
M00491,TOKEN,0.02415,0.105,2023-11-04,490
M00492,CARD,0.0247,0.105,2023-11-05,491
M00492,LDEBIT,0.01207,0.053,2023-11-05,491
M00492,TOKEN,0.02525,0.105,2023-11-05,491
M00493,CARD,0.02199,0.1,2023-11-07,492
M00493,TOKEN,0.02248,0.1,2023-11-07,492
M00493,LDEBIT,0.01075,0.05,2023-11-07,492
M00494,CARD,0.0235,0.105,2023-11-07,493
M00494,TOKEN,0.02403,0.105,2023-11-07,493
M00495,CARD,0.02427,0.105,2023-11-07,494
M00495,LDEBIT,0.01187,0.053,2023-11-07,494
M00496,CARD,0.01576,0.072,2023-11-10,495
M00496,LDEBIT,0.0077,0.036,2023-11-10,495
M00496,WALLET,0.0126,0.036,2023-11-10,495
M00497,CARD,0.02375,0.105,2023-11-13,496
M00497,LDEBIT,0.01161,0.053,2023-11-13,496
M00498,CARD,0.01625,0.072,2023-11-14,497
M00498,LDEBIT,0.00794,0.036,2023-11-14,497
M00499,CARD,0.02326,0.105,2023-11-15,498
M00499,TOKEN,0.02378,0.105,2023-11-15,498
M00499,LDEBIT,0.01137,0.053,2023-11-15,498
M00499,WALLET,0.01861,0.053,2023-11-15,498
M00499,BNPL,0.04653,0.0,2023-11-15,498
M00500,CARD,0.02219,0.105,2023-11-16,499
M00500,LDEBIT,0.01085,0.053,2023-11-16,499
M00501,CARD,0.0227,0.1,2023-11-16,500
M00501,TOKEN,0.0232,0.1,2023-11-16,500
M00502,CARD,0.02575,0.105,2023-11-18,501
