merchant_key,merchant_id,mid,merchant_name,country_code,segment,vertical,service,integration_type,settlement_type,account_manager,signup_date,live_date,first_txn_date,live_date_corrected,last_txn_date,days_signup_to_live,days_live_to_first_txn,is_activated,lifecycle_status,signup_cohort,live_cohort,live_fy,is_new_in_period,signup_date_key,live_date_key,first_txn_date_key,last_txn_date_key
551,M00551,AE150170200,Golden Journeys,AE,Online,Travel & Hospitality,Subscriptions,Direct API,T+1,Yousef Al-Marri,2024-03-10,2024-05-14,2024-07-01,0,2026-06-30,65.0,48.0,0,Active,2024-03,2024-05,2024.0,0,20240310,20240514,20240701,20260630
552,M00552,SA474123129,Golden Grill,SA,Online,Food & Beverage,Online Checkout,Direct API,T+1,Reem Al-Ghamdi,2024-03-10,2024-06-27,2024-07-05,0,2026-06-30,109.0,8.0,1,Active,2024-03,2024-06,2024.0,0,20240310,20240627,20240705,20260630
553,M00553,EG420159724,Bright Advisory,EG,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Karim Ezzat,2024-03-12,2024-04-14,2024-07-01,0,2026-06-30,33.0,78.0,0,Active,2024-03,2024-04,2024.0,0,20240312,20240414,20240701,20260630
554,M00554,EG651123908,Urban Consulting,EG,SME,Professional Services,Payment Links,Payment Links,T+2,Karim Ezzat,2024-03-12,2024-03-14,,0,,2.0,,0,Live - never transacted,2024-03,2024-03,2024.0,0,20240312,20240314,,
555,M00555,AE881349842,Cedar Logistics,AE,B2B,Logistics,Payment Links,Payment Links,T+1,Yousef Al-Marri,2024-03-13,2024-03-16,2024-07-02,0,2026-06-30,3.0,108.0,0,Active,2024-03,2024-03,2024.0,0,20240313,20240316,20240702,20260630
556,M00556,AE875103901,Urban Games,AE,Online,Digital Services,Online Checkout,Hosted Checkout,T+2,Yousef Al-Marri,2024-03-15,2024-04-08,2024-07-01,0,2026-06-30,24.0,84.0,0,Active,2024-03,2024-04,2024.0,0,20240315,20240408,20240701,20260630
557,M00557,SA909908733,Swift Basket,SA,Online,E-commerce,Subscriptions,Direct API,T+2,Omar Al-Anazi,2024-03-16,2024-06-30,2024-07-04,0,2026-06-30,106.0,4.0,1,Active,2024-03,2024-06,2024.0,0,20240316,20240630,20240704,20260630
558,M00558,AE393818965,Sand Advisory,AE,B2B,Professional Services,B2B Collections,Payment Links,Weekly,Yousef Al-Marri,2024-03-17,2024-03-23,,0,,6.0,,0,Live - never transacted,2024-03,2024-03,2024.0,0,20240317,20240323,,
559,M00559,EG544696241,Bright Journeys,EG,Online,Travel & Hospitality,Online Checkout,E-commerce Plugin,T+2,Mai Ragab,2024-03-29,2024-04-08,2024-07-01,0,2026-06-30,10.0,84.0,0,Active,2024-03,2024-04,2024.0,0,20240329,20240408,20240701,20260630
560,M00560,EG270952584,Horizon Mart,EG,SME,Retail,Payment Links,Payment Links,T+2,Mai Ragab,2024-03-30,,,0,,,,0,Onboarding (not live),2024-03,,,0,20240330,,,
561,M00561,SA844850083,Amber Learning,SA,SME,Education,POS Acceptance,POS Terminal,Instant,Omar Al-Anazi,2024-07-03,2024-07-14,2024-07-19,0,2026-06-24,11.0,5.0,1,Active,2024-07,2024-07,2025.0,1,20240703,20240714,20240719,20260624
562,M00562,AE195154121,Amber Deals,AE,Online,E-commerce,Subscriptions,Direct API,T+2,Layla Haddad,2024-07-08,2024-10-28,2024-11-16,0,2025-09-30,112.0,19.0,1,Churned,2024-07,2024-10,2025.0,1,20240708,20241028,20241116,20250930
563,M00563,AE647447711,Palm Boutique,AE,SME,Retail,Payment Links,Payment Links,T+2,Yousef Al-Marri,2024-07-10,2024-07-14,2024-07-30,0,2026-06-29,4.0,16.0,1,Active,2024-07,2024-07,2025.0,1,20240710,20240714,20240730,20260629
564,M00564,SA604765470,Nova Bakery 564,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Omar Al-Anazi,2024-07-10,2024-07-31,2024-07-31,0,2026-06-30,21.0,0.0,1,Active,2024-07,2024-07,2025.0,1,20240710,20240731,20240731,20260630
565,M00565,SA555426966,Zenith Stores,SA,SME,Retail,POS Acceptance,POS Terminal,T+2,Omar Al-Anazi,2024-07-11,2024-07-22,2024-07-27,0,2026-06-30,11.0,5.0,1,Active,2024-07,2024-07,2025.0,1,20240711,20240722,20240727,20260630
566,M00566,EG856875467,Golden Digital,EG,Online,Digital Services,Subscriptions,Direct API,T+2,Nadia Fouad,2024-07-12,2024-10-20,2024-11-09,0,2026-06-30,100.0,20.0,1,Active,2024-07,2024-10,2025.0,1,20240712,20241020,20241109,20260630
567,M00567,EG717847087,Nova Basket,EG,Online,E-commerce,Online Checkout,Direct API,T+2,Mai Ragab,2024-07-16,2024-09-21,2024-10-01,0,2026-06-30,67.0,10.0,1,Active,2024-07,2024-09,2025.0,1,20240716,20240921,20241001,20260630
568,M00568,AE486272694,Royal Advisory,AE,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2024-07-19,2024-08-16,2024-08-16,0,2026-06-30,28.0,0.0,1,Active,2024-07,2024-08,2025.0,1,20240719,20240816,20240816,20260630
569,M00569,AE381359654,Falcon Bakery,AE,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2024-07-19,2024-07-29,2024-08-04,0,2026-06-29,10.0,6.0,1,Active,2024-07,2024-07,2025.0,1,20240719,20240729,20240804,20260629
570,M00570,EG710934040,Coral Market,EG,SME,Retail,Payment Links,Payment Links,T+1,Nadia Fouad,2024-07-22,2024-07-26,,0,,4.0,,0,Live - never transacted,2024-07,2024-07,2025.0,1,20240722,20240726,,
571,M00571,EG139657763,Sand Mart,EG,Enterprise,Retail,POS Acceptance,POS Terminal,Weekly,Nadia Fouad,2024-07-22,2024-08-03,2024-08-06,0,2025-03-31,12.0,3.0,1,Churned,2024-07,2024-08,2025.0,1,20240722,20240803,20240806,20250331
572,M00572,SA472968758,Crescent Consulting,SA,SME,Professional Services,Payment Links,Payment Links,T+1,Turki Al-Shammari,2024-07-26,2024-08-01,2024-08-26,0,2026-06-30,6.0,25.0,1,Active,2024-07,2024-08,2025.0,1,20240726,20240801,20240826,20260630
573,M00573,EG963028660,Sand Partners,EG,SME,Professional Services,Payment Links,Payment Links,T+1,Karim Ezzat,2024-07-27,2024-07-29,2024-08-18,0,2026-06-30,2.0,20.0,1,Active,2024-07,2024-07,2025.0,1,20240727,20240729,20240818,20260630
574,M00574,EG701137966,Metro Freight,EG,B2B,Logistics,Payment Links,Payment Links,Weekly,Karim Ezzat,2024-07-28,2024-08-02,2024-08-05,0,2026-06-30,5.0,3.0,1,Active,2024-07,2024-08,2025.0,1,20240728,20240802,20240805,20260630
575,M00575,AE299080753,Falcon Cart,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2024-07-29,,,0,,,,0,Onboarding (not live),2024-07,,,0,20240729,,,
576,M00576,AE509423191,Falcon Schools,AE,Online,Education,Subscriptions,Direct API,T+2,Yousef Al-Marri,2024-08-01,2024-09-14,,0,,44.0,,0,Live - never transacted,2024-08,2024-09,2025.0,1,20240801,20240914,,
577,M00577,AE787062785,Royal Connect,AE,Enterprise,Telecom & Utilities,POS Acceptance,POS Terminal,T+2,Layla Haddad,2024-08-04,2024-08-27,2024-08-30,0,2026-06-30,23.0,3.0,1,Active,2024-08,2024-08,2025.0,1,20240804,20240827,20240830,20260630
578,M00578,EG979007692,Oasis Market,EG,SME,Retail,POS Acceptance,POS Terminal,T+2,Mai Ragab,2024-08-05,2024-08-15,2024-08-17,0,2026-06-30,10.0,2.0,1,Active,2024-08,2024-08,2025.0,1,20240805,20240815,20240817,20260630
579,M00579,EG373280861,Metro Grill,EG,Online,Food & Beverage,Online Checkout,Hosted Checkout,T+1,Karim Ezzat,2024-08-09,2024-08-19,2024-08-27,0,2026-06-30,10.0,8.0,1,Active,2024-08,2024-08,2025.0,1,20240809,20240819,20240827,20260630
580,M00580,SA763491142,Nova Advisory,SA,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Turki Al-Shammari,2024-08-09,2024-09-03,2024-09-03,0,2026-06-30,25.0,0.0,1,Active,2024-08,2024-09,2025.0,1,20240809,20240903,20240903,20260630
581,M00581,EG967183698,Pearl Roastery,EG,Enterprise,Food & Beverage,Payment Links,Payment Links,T+1,Mai Ragab,2024-08-11,2024-08-17,2024-08-23,0,2026-06-30,6.0,6.0,1,Active,2024-08,2024-08,2025.0,1,20240811,20240817,20240823,20260630
582,M00582,OM817062602,Silver Basket,OM,Online,E-commerce,Online Checkout,E-commerce Plugin,T+2,Salim Al-Harthy,2024-08-15,2024-09-07,2024-09-14,0,2026-06-30,23.0,7.0,1,Active,2024-08,2024-09,2025.0,1,20240815,20240907,20240914,20260630
583,M00583,SA623621170,Swift Grill,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Turki Al-Shammari,2024-08-17,2024-09-06,2024-09-08,0,2026-06-30,20.0,2.0,1,Active,2024-08,2024-09,2025.0,1,20240817,20240906,20240908,20260630
584,M00584,EG311647011,Coral Tours,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Hany Soliman,2024-08-17,,,0,,,,0,Onboarding (not live),2024-08,,,0,20240817,,,
585,M00585,AE195822932,Zenith Shop,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2024-08-18,2024-10-06,2024-10-18,0,2026-06-30,49.0,12.0,1,Active,2024-08,2024-10,2025.0,1,20240818,20241006,20241018,20260630
586,M00586,AE439650362,Sand Market,AE,SME,Retail,Payment Links,Payment Links,T+2,Layla Haddad,2024-08-18,2024-08-27,2024-09-01,0,2026-06-27,9.0,5.0,1,Active,2024-08,2024-08,2025.0,1,20240818,20240827,20240901,20260627
587,M00587,AE767122784,Amber Pharmacy,AE,SME,Healthcare,Online Checkout,Hosted Checkout,T+1,Yousef Al-Marri,2024-08-19,2024-09-24,2024-09-27,0,2026-06-30,36.0,3.0,1,Active,2024-08,2024-09,2025.0,1,20240819,20240924,20240927,20260630
588,M00588,EG403388419,Crescent Basket,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+1,Karim Ezzat,2024-08-19,2024-09-02,2024-09-04,0,2026-06-30,14.0,2.0,1,Active,2024-08,2024-09,2025.0,1,20240819,20240902,20240904,20260630
589,M00589,SA106854641,Palm Outlet,SA,SME,Retail,Payment Links,Payment Links,T+2,Reem Al-Ghamdi,2024-08-21,2024-08-23,,0,,2.0,,0,Live - never transacted,2024-08,2024-08,2025.0,1,20240821,20240823,,
590,M00590,AE403257742,Pearl Wholesale,AE,B2B,Distribution & Wholesale,B2B Collections,Payment Links,Weekly,Layla Haddad,2024-08-26,2024-09-03,2024-09-23,0,2026-06-30,8.0,20.0,1,Active,2024-08,2024-09,2025.0,1,20240826,20240903,20240923,20260630
591,M00591,SA772263667,Amber Grill,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Reem Al-Ghamdi,2024-08-28,2024-09-13,2024-09-17,0,2026-06-30,16.0,4.0,1,Active,2024-08,2024-09,2025.0,1,20240828,20240913,20240917,20260630
592,M00592,AE719619202,Royal Consulting,AE,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Layla Haddad,2024-08-31,2024-10-01,2024-10-02,0,2026-06-30,31.0,1.0,1,Active,2024-08,2024-10,2025.0,1,20240831,20241001,20241002,20260630
593,M00593,EG888467038,Green Tours,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Nadia Fouad,2024-09-05,2024-11-07,2024-11-09,0,2026-06-30,63.0,2.0,1,Active,2024-09,2024-11,2025.0,1,20240905,20241107,20241109,20260630
594,M00594,SA815162718,Zenith Labs,SA,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Reem Al-Ghamdi,2024-09-10,2024-10-08,2024-10-12,0,2026-06-30,28.0,4.0,1,Active,2024-09,2024-10,2025.0,1,20240910,20241008,20241012,20260630
595,M00595,EG853730833,Amber Medical,EG,SME,Healthcare,Payment Links,Payment Links,T+2,Mai Ragab,2024-09-14,2024-09-16,2024-09-20,0,2026-06-30,2.0,4.0,1,Active,2024-09,2024-09,2025.0,1,20240914,20240916,20240920,20260630
596,M00596,SA633817671,Urban Roastery,SA,SME,Food & Beverage,Payment Links,Payment Links,T+2,Turki Al-Shammari,2024-09-15,2024-09-23,2024-09-23,0,2026-06-30,8.0,0.0,1,Active,2024-09,2024-09,2025.0,1,20240915,20240923,20240923,20260630
597,M00597,EG952768191,Bright Tours,EG,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Nadia Fouad,2024-09-15,2025-01-01,,0,,108.0,,0,Live - never transacted,2024-09,2025-01,2025.0,1,20240915,20250101,,
598,M00598,EG327394766,Bright Shop,EG,Online,E-commerce,Online Checkout,Hosted Checkout,Instant,Mai Ragab,2024-09-16,2024-10-17,2024-10-24,0,2026-06-30,31.0,7.0,1,Active,2024-09,2024-10,2025.0,1,20240916,20241017,20241024,20260630
599,M00599,OM214161280,Zenith Bakery 599,OM,SME,Food & Beverage,Payment Links,Payment Links,T+2,Salim Al-Harthy,2024-09-16,2024-09-21,,0,,5.0,,0,Live - never transacted,2024-09,2024-09,2025.0,1,20240916,20240921,,
600,M00600,AE841408383,Golden Grill 600,AE,Online,Food & Beverage,Online Checkout,Direct API,T+2,Yousef Al-Marri,2024-09-20,2024-10-28,2024-10-29,0,2026-06-30,38.0,1.0,1,Active,2024-09,2024-10,2025.0,1,20240920,20241028,20241029,20260630
601,M00601,SA777243922,Palm Grill,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Omar Al-Anazi,2024-09-20,2024-10-06,2024-10-12,0,2026-06-30,16.0,6.0,1,Active,2024-09,2024-10,2025.0,1,20240920,20241006,20241012,20260630
602,M00602,SA992726873,Crescent Traders,SA,B2B,Distribution & Wholesale,Payment Links,Payment Links,Weekly,Reem Al-Ghamdi,2024-09-21,2024-09-25,2024-10-03,0,2024-12-26,4.0,8.0,1,Churned,2024-09,2024-09,2025.0,1,20240921,20240925,20241003,20241226
603,M00603,SA343787744,Green Stores,SA,SME,Retail,Online Checkout,Direct API,T+2,Omar Al-Anazi,2024-09-22,,,0,,,,0,Onboarding (not live),2024-09,,,0,20240922,,,
604,M00604,SA819868069,Oasis Mart,SA,Enterprise,Retail,Payment Links,Payment Links,T+2,Reem Al-Ghamdi,2024-09-22,2024-10-02,2024-10-11,0,2026-06-30,10.0,9.0,1,Active,2024-09,2024-10,2025.0,1,20240922,20241002,20241011,20260630
605,M00605,EG276584921,Nova Cart,EG,Online,E-commerce,Online Checkout,Direct API,Instant,Karim Ezzat,2024-09-23,2024-12-08,2024-12-08,0,2026-06-30,76.0,0.0,1,Active,2024-09,2024-12,2025.0,1,20240923,20241208,20241208,20260630
606,M00606,EG361515615,Royal Cart,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+2,Karim Ezzat,2024-09-24,2024-10-30,2024-11-30,0,2026-06-30,36.0,31.0,0,Active,2024-09,2024-10,2025.0,1,20240924,20241030,20241130,20260630
607,M00607,SA623969133,Sand Basket,SA,Online,E-commerce,Online Checkout,Hosted Checkout,T+2,Omar Al-Anazi,2024-09-27,2024-10-25,2024-10-27,0,2026-06-30,28.0,2.0,1,Active,2024-09,2024-10,2025.0,1,20240927,20241025,20241027,20260630
608,M00608,SA233359257,Horizon Cargo,SA,B2B,Logistics,B2B Collections,Payment Links,T+1,Turki Al-Shammari,2024-09-30,2024-10-07,2024-10-17,0,2026-06-30,7.0,10.0,1,Active,2024-09,2024-10,2025.0,1,20240930,20241007,20241017,20260630
609,M00609,EG450716760,Nova Services,EG,SME,Professional Services,Online Checkout,Direct API,T+2,Nadia Fouad,2024-10-03,2024-11-14,2024-11-17,0,2026-06-30,42.0,3.0,1,Active,2024-10,2024-11,2025.0,1,20241003,20241114,20241117,20260630
610,M00610,SA626499422,Coral Wholesale,SA,B2B,Distribution & Wholesale,B2B Collections,Direct API,T+1,Turki Al-Shammari,2024-10-04,2025-01-03,,0,,91.0,,0,Live - never transacted,2024-10,2025-01,2025.0,1,20241004,20250103,,
611,M00611,SA779172798,Oasis Basket,SA,Online,E-commerce,Online Checkout,E-commerce Plugin,T+2,Turki Al-Shammari,2024-10-04,2024-10-24,2024-10-26,0,2026-06-30,20.0,2.0,1,Active,2024-10,2024-10,2025.0,1,20241004,20241024,20241026,20260630
612,M00612,EG716286440,Blue Schools,EG,Online,Education,Online Checkout,Direct API,T+1,Karim Ezzat,2024-10-05,2025-01-28,2025-01-28,0,2026-06-30,115.0,0.0,1,Active,2024-10,2025-01,2025.0,1,20241005,20250128,20250128,20260630
613,M00613,EG348432509,Silver Learning,EG,SME,Education,POS Acceptance,POS Terminal,T+1,Karim Ezzat,2024-10-09,2024-10-24,2024-10-27,0,2026-06-30,15.0,3.0,1,Active,2024-10,2024-10,2025.0,1,20241009,20241024,20241027,20260630
614,M00614,SA487858809,Amber Grill 614,SA,Online,Food & Beverage,Online Checkout,Direct API,T+1,Turki Al-Shammari,2024-10-12,2024-11-20,2024-11-21,0,2026-06-30,39.0,1.0,1,Active,2024-10,2024-11,2025.0,1,20241012,20241120,20241121,20260630
615,M00615,SA192187024,Green Travel,SA,Online,Travel & Hospitality,Online Checkout,Hosted Checkout,T+1,Turki Al-Shammari,2024-10-13,,,0,,,,0,Onboarding (not live),2024-10,,,0,20241013,,,
616,M00616,SA813150489,Sand Utilities,SA,Enterprise,Telecom & Utilities,Online Checkout,Hosted Checkout,T+1,Omar Al-Anazi,2024-10-14,2024-10-30,2024-11-08,0,2025-04-30,16.0,9.0,1,Churned,2024-10,2024-10,2025.0,1,20241014,20241030,20241108,20250430
617,M00617,EG193916126,Oasis Roastery 617,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Mai Ragab,2024-10-14,2024-10-28,2024-10-29,0,2026-06-30,14.0,1.0,1,Active,2024-10,2024-10,2025.0,1,20241014,20241028,20241029,20260630
618,M00618,EG631844222,Silver Roastery 618,EG,SME,Food & Beverage,Payment Links,Payment Links,T+2,Hany Soliman,2024-10-15,2024-10-18,2024-10-30,0,2026-06-30,3.0,12.0,1,Active,2024-10,2024-10,2025.0,1,20241015,20241018,20241030,20260630
619,M00619,EG686030808,Palm Mart,EG,Enterprise,Retail,Online Checkout,Direct API,T+1,Karim Ezzat,2024-10-15,2025-02-11,2025-02-11,0,2026-06-30,119.0,0.0,1,Active,2024-10,2025-02,2025.0,1,20241015,20250211,20250211,20260630
620,M00620,EG431162218,Blue Consulting,EG,B2B,Professional Services,B2B Collections,Payment Links,Weekly,Hany Soliman,2024-10-16,2024-10-25,2024-10-27,0,2026-06-30,9.0,2.0,1,Active,2024-10,2024-10,2025.0,1,20241016,20241025,20241027,20260630
621,M00621,EG513863820,Royal Bakery 621,EG,SME,Food & Beverage,Payment Links,Payment Links,T+1,Karim Ezzat,2024-10-16,2024-10-22,,0,,6.0,,0,Live - never transacted,2024-10,2024-10,2025.0,1,20241016,20241022,,
622,M00622,SA887092113,Zenith Pharmacy,SA,SME,Healthcare,Online Checkout,E-commerce Plugin,T+2,Turki Al-Shammari,2024-10-18,2024-11-05,2024-11-08,0,2026-06-28,18.0,3.0,1,Active,2024-10,2024-11,2025.0,1,20241018,20241105,20241108,20260628
623,M00623,SA390198893,Urban Partners,SA,SME,Professional Services,POS Acceptance,POS Terminal,T+1,Turki Al-Shammari,2024-10-19,2024-11-14,,0,,26.0,,0,Live - never transacted,2024-10,2024-11,2025.0,1,20241019,20241114,,
624,M00624,EG800117892,Oasis Schools,EG,Online,Education,Online Checkout,Direct API,T+2,Hany Soliman,2024-10-22,2025-01-23,2025-01-23,0,2026-06-30,93.0,0.0,1,Active,2024-10,2025-01,2025.0,1,20241022,20250123,20250123,20260630
625,M00625,SA550486234,Coral Boutique,SA,SME,Retail,Online Checkout,Hosted Checkout,T+2,Omar Al-Anazi,2024-10-23,2024-11-28,2024-12-02,0,2026-06-29,36.0,4.0,1,Active,2024-10,2024-11,2025.0,1,20241023,20241128,20241202,20260629
626,M00626,AE211109637,Cedar Academy,AE,SME,Education,Online Checkout,E-commerce Plugin,T+2,Yousef Al-Marri,2024-10-24,2024-11-11,2024-11-24,0,2026-06-29,18.0,13.0,1,Active,2024-10,2024-11,2025.0,1,20241024,20241111,20241124,20260629
627,M00627,SA247197710,Royal Partners,SA,SME,Professional Services,Payment Links,Payment Links,T+2,Turki Al-Shammari,2024-10-25,2024-11-02,2024-11-25,0,2026-06-29,8.0,23.0,1,Active,2024-10,2024-11,2025.0,1,20241025,20241102,20241125,20260629
628,M00628,EG723980954,Prime Roastery 628,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Hany Soliman,2024-10-26,2024-11-18,2024-11-20,0,2026-06-29,23.0,2.0,1,Active,2024-10,2024-11,2025.0,1,20241026,20241118,20241120,20260629
629,M00629,SA665920142,Golden Bakery 629,SA,Online,Food & Beverage,Subscriptions,Direct API,T+2,Reem Al-Ghamdi,2024-10-27,,,0,,,,0,Onboarding (not live),2024-10,,,0,20241027,,,
630,M00630,EG934454177,Horizon Online,EG,Enterprise,E-commerce,Payment Links,Payment Links,T+1,Nadia Fouad,2024-10-29,2024-11-06,2024-11-07,0,2026-06-30,8.0,1.0,1,Active,2024-10,2024-11,2025.0,1,20241029,20241106,20241107,20260630
631,M00631,AE776685743,Metro Institute,AE,SME,Education,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2024-10-30,2024-11-30,2024-12-12,0,2026-06-29,31.0,12.0,1,Active,2024-10,2024-11,2025.0,1,20241030,20241130,20241212,20260629
632,M00632,AE163417336,Nova Supply,AE,B2B,Distribution & Wholesale,B2B Collections,Direct API,T+1,Yousef Al-Marri,2024-11-01,2025-02-27,2025-02-27,0,2026-06-30,118.0,0.0,1,Active,2024-11,2025-02,2025.0,1,20241101,20250227,20250227,20260630
633,M00633,SA764037736,Cedar Care,SA,Enterprise,Healthcare,Payment Links,Payment Links,T+1,Turki Al-Shammari,2024-11-01,2024-11-09,2025-01-05,0,2026-06-30,8.0,57.0,0,Active,2024-11,2024-11,2025.0,1,20241101,20241109,20250105,20260630
634,M00634,AE366451684,Metro Stores,AE,SME,Retail,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2024-11-02,2024-11-19,2024-11-21,0,2026-06-27,17.0,2.0,1,Active,2024-11,2024-11,2025.0,1,20241102,20241119,20241121,20260627
635,M00635,AE626038015,Green Stays,AE,Enterprise,Travel & Hospitality,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2024-11-03,2024-11-13,2024-11-17,0,2026-06-30,10.0,4.0,1,Active,2024-11,2024-11,2025.0,1,20241103,20241113,20241117,20260630
636,M00636,EG627712868,Bright Cart,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+1,Nadia Fouad,2024-11-04,,,0,,,,0,Onboarding (not live),2024-11,,,0,20241104,,,
637,M00637,SA597658531,Oasis Connect,SA,Enterprise,Telecom & Utilities,Online Checkout,Direct API,T+1,Turki Al-Shammari,2024-11-09,2024-12-17,2024-12-23,0,2026-06-30,38.0,6.0,1,Active,2024-11,2024-12,2025.0,1,20241109,20241217,20241223,20260630
638,M00638,SA158425015,Swift Cafe 638,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Omar Al-Anazi,2024-11-09,2024-12-04,2024-12-06,0,2026-06-30,25.0,2.0,1,Active,2024-11,2024-12,2025.0,1,20241109,20241204,20241206,20260630
639,M00639,SA211354199,Metro Basket,SA,Online,E-commerce,Online Checkout,Direct API,T+2,Turki Al-Shammari,2024-11-10,2025-01-14,2025-01-16,0,2026-06-30,65.0,2.0,1,Active,2024-11,2025-01,2025.0,1,20241110,20250114,20250116,20260630
640,M00640,SA182543031,Bright Market,SA,SME,Retail,POS Acceptance,POS Terminal,T+1,Omar Al-Anazi,2024-11-13,2024-12-06,2024-12-07,0,2026-06-30,23.0,1.0,1,Active,2024-11,2024-12,2025.0,1,20241113,20241206,20241207,20260630
641,M00641,AE226845726,Oasis Deals,AE,Online,E-commerce,Subscriptions,Direct API,T+2,Yousef Al-Marri,2024-11-15,2025-02-10,2025-02-13,0,2026-06-30,87.0,3.0,1,Active,2024-11,2025-02,2025.0,1,20241115,20250210,20250213,20260630
642,M00642,SA988802623,Cedar Shop,SA,Online,E-commerce,Online Checkout,Direct API,T+2,Turki Al-Shammari,2024-11-16,2025-01-13,2025-01-16,0,2026-06-30,58.0,3.0,1,Active,2024-11,2025-01,2025.0,1,20241116,20250113,20250116,20260630
643,M00643,AE585192811,Prime Market,AE,SME,Retail,Payment Links,Payment Links,T+2,Yousef Al-Marri,2024-11-16,2024-11-22,2024-12-13,0,2025-07-31,6.0,21.0,1,Churned,2024-11,2024-11,2025.0,1,20241116,20241122,20241213,20250731
644,M00644,SA112481566,Royal Stores,SA,SME,Retail,POS Acceptance,POS Terminal,Instant,Reem Al-Ghamdi,2024-11-16,2024-11-30,2024-12-03,0,2026-06-30,14.0,3.0,1,Active,2024-11,2024-11,2025.0,1,20241116,20241130,20241203,20260630
645,M00645,EG647781107,Metro Outlet 645,EG,SME,Retail,POS Acceptance,POS Terminal,T+2,Mai Ragab,2024-11-20,2024-12-19,2024-12-22,0,2026-06-30,29.0,3.0,1,Active,2024-11,2024-12,2025.0,1,20241120,20241219,20241222,20260630
646,M00646,SA295202841,Pearl Power,SA,B2B,Telecom & Utilities,B2B Collections,Payment Links,Weekly,Reem Al-Ghamdi,2024-11-21,2024-11-29,2024-12-17,0,2025-02-27,8.0,18.0,1,Churned,2024-11,2024-11,2025.0,1,20241121,20241129,20241217,20250227
647,M00647,SA597673425,Golden Roastery 647,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Turki Al-Shammari,2024-11-21,2024-12-24,2024-12-24,0,2026-06-29,33.0,0.0,1,Active,2024-11,2024-12,2025.0,1,20241121,20241224,20241224,20260629
648,M00648,SA534389906,Swift Freight,SA,B2B,Logistics,B2B Collections,Direct API,T+1,Reem Al-Ghamdi,2024-11-22,2025-02-15,2025-02-16,0,2026-06-30,85.0,1.0,1,Active,2024-11,2025-02,2025.0,1,20241122,20250215,20250216,20260630
649,M00649,AE143636134,Pearl Movers,AE,B2B,Logistics,B2B Collections,Direct API,Weekly,Yousef Al-Marri,2024-11-23,2025-01-12,2025-01-23,0,2026-06-28,50.0,11.0,1,Active,2024-11,2025-01,2025.0,1,20241123,20250112,20250123,20260628
650,M00650,AE229934676,Pearl Net,AE,B2B,Telecom & Utilities,B2B Collections,Direct API,T+1,Layla Haddad,2024-11-24,2025-02-17,2025-02-23,0,2026-06-29,85.0,6.0,1,Active,2024-11,2025-02,2025.0,1,20241124,20250217,20250223,20260629
651,M00651,EG531121056,Cedar Basket,EG,Online,Unclassified,Online Checkout,Direct API,T+1,Karim Ezzat,2024-11-27,2025-03-12,2025-03-19,0,2025-09-30,105.0,7.0,1,Churned,2024-11,2025-03,2025.0,1,20241127,20250312,20250319,20250930
652,M00652,SA897535524,Sand EdTech,SA,Online,Education,Online Checkout,Direct API,T+2,Reem Al-Ghamdi,2024-11-29,2025-03-14,2025-03-24,0,2026-06-30,105.0,10.0,1,Active,2024-11,2025-03,2025.0,1,20241129,20250314,20250324,20260630
653,M00653,SA165160063,Urban Medical,SA,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Omar Al-Anazi,2024-11-29,2024-12-22,2024-12-23,0,2026-06-29,23.0,1.0,1,Active,2024-11,2024-12,2025.0,1,20241129,20241222,20241223,20260629
654,M00654,EG839904793,Swift Kitchen 654,EG,SME,Food & Beverage,Online Checkout,E-commerce Plugin,T+1,Nadia Fouad,2024-11-29,2024-12-12,2024-12-24,0,2026-06-30,13.0,12.0,1,Active,2024-11,2024-12,2025.0,1,20241129,20241212,20241224,20260630
